vertex,c3_baseline_x,c3_baseline_y,c3_baseline_z,c3_deformed_x,c3_deformed_y,c3_deformed_z,c5_deformed_x,c5_deformed_y,c5_deformed_z,c3_c5_error
680,0.90671453,0.37423891,0.05015404,0.91977876,0.38688001,0.04423852,0.91977876,0.38688001,0.04423852,0.0
681,0.90619568,0.37847962,0.05428113,0.9194616,0.39060042,0.04806117,0.9194616,0.39060042,0.04806117,0.0
682,0.90631897,0.38806811,0.05985457,0.92018516,0.3994563,0.05332164,0.92018516,0.3994563,0.05332164,0.0
683,0.90513043,0.3952109,0.06697052,0.91890986,0.40628145,0.06010909,0.91890986,0.40628145,0.06010909,0.0
684,0.90342275,0.40032353,0.07522368,0.91753313,0.41127428,0.06809454,0.91753313,0.41127428,0.06809454,0.0
685,0.90133768,0.4040784,0.08399295,0.915551,0.41507059,0.07679244,0.915551,0.41507059,0.07679244,0.0
686,0.89822528,0.40574516,0.09337536,0.91275083,0.41668635,0.0859612,0.91275083,0.41668635,0.0859612,0.0
687,0.89464162,0.40604121,0.10254773,0.90919477,0.4170563,0.09512099,0.90919477,0.4170563,0.09512099,0.0
688,0.89100198,0.40402435,0.11162087,0.90557744,0.41510918,0.10418771,0.90557744,0.41510918,0.10418771,0.0
689,0.88669039,0.40061314,0.12006724,0.90194941,0.41197676,0.11233357,0.90194941,0.41197676,0.11233357,0.0
690,0.90275206,0.37445441,0.04844693,0.91555514,0.38713893,0.04249218,0.91555514,0.38713893,0.04249218,0.0
691,0.9008605,0.37887266,0.05245292,0.91329668,0.39090994,0.04610592,0.91329668,0.39090994,0.04610592,0.0
692,0.89787293,0.38844342,0.05695183,0.91014787,0.40005567,0.05037487,0.91014787,0.40005567,0.05037487,0.0
693,0.89463875,0.39535663,0.06300701,0.90706712,0.40641804,0.0561244,0.90706712,0.40641804,0.0561244,0.0
694,0.89074268,0.40055451,0.07050765,0.90320283,0.41171436,0.06353077,0.90320283,0.41171436,0.06353077,0.0
695,0.88722695,0.40414845,0.07843083,0.89972277,0.41541465,0.07139685,0.89972277,0.41541465,0.07139685,0.0
696,0.88349957,0.40574656,0.08759857,0.89635859,0.41697266,0.08041745,0.89635859,0.41697266,0.08041745,0.0
697,0.87967929,0.40634449,0.09635304,0.89255739,0.41763244,0.08914507,0.89255739,0.41763244,0.08914507,0.0
698,0.87634715,0.40436195,0.10553352,0.88924152,0.41570809,0.09830621,0.88924152,0.41570809,0.09830621,0.0
699,0.87295804,0.40105371,0.1143019,0.88585491,0.41245146,0.10706332,0.88585491,0.41245146,0.10706332,0.0
700,0.89924082,0.37340219,0.0468518,0.91080066,0.38632854,0.04092289,0.91080066,0.38632854,0.04092289,0.0
701,0.89584772,0.3773233,0.05032226,0.9074401,0.38991114,0.04402831,0.9074401,0.38991114,0.04402831,0.0
702,0.89003476,0.38624668,0.05313015,0.90141431,0.39849675,0.04663133,0.90141431,0.39849675,0.04663133,0.0
703,0.88437657,0.39255979,0.05832779,0.89588769,0.40428655,0.05159546,0.89588769,0.40428655,0.05159546,0.0
704,0.87897897,0.39726054,0.06529291,0.89009735,0.40876914,0.05858823,0.89009735,0.40876914,0.05858823,0.0
705,0.87388984,0.40100837,0.07267824,0.88498373,0.41256941,0.0659525,0.88498373,0.41256941,0.0659525,0.0
706,0.86923998,0.40250351,0.08152396,0.8803925,0.41400395,0.0746618,0.8803925,0.41400395,0.0746618,0.0
707,0.8650054,0.40305643,0.0904805,0.87653449,0.41422086,0.08351875,0.87653449,0.41422086,0.08351875,0.0
708,0.86167325,0.40107389,0.09966098,0.87338696,0.41293176,0.0925838,0.87338696,0.41293176,0.0925838,0.0
709,0.85920663,0.39786862,0.10875137,0.87094979,0.4097558,0.10165926,0.87094979,0.4097558,0.10165926,0.0
710,0.89603805,0.37139706,0.04567688,0.90744323,0.38445616,0.03972669,0.90744323,0.38445616,0.03972669,0.0
711,0.89159364,0.37454053,0.04841091,0.90273505,0.38736394,0.0421573,0.90273505,0.38736394,0.0421573,0.0
712,0.8831929,0.38152744,0.05025856,0.89397311,0.39424407,0.04391985,0.89397311,0.39424407,0.04391985,0.0
713,0.87590436,0.38666875,0.05450625,0.88600506,0.3989405,0.04809026,0.88600506,0.3989405,0.04809026,0.0
714,0.86907708,0.39022133,0.06093816,0.87907768,0.40251463,0.05450588,0.87907768,0.40251463,0.05450588,0.0
715,0.86286577,0.39285533,0.06789762,0.87310047,0.40494258,0.0612333,0.87310047,0.40494258,0.0612333,0.0
716,0.85805116,0.39400132,0.07632776,0.86832143,0.40611773,0.06966063,0.86832143,0.40611773,0.06966063,0.0
717,0.85354501,0.3941944,0.08517812,0.86384823,0.40633802,0.07850822,0.86384823,0.40633802,0.07850822,0.0
718,0.85048443,0.39257169,0.09446478,0.86082859,0.40474768,0.08778881,0.86082859,0.40474768,0.08778881,0.0
719,0.84859686,0.38976059,0.10376869,0.85951449,0.40209185,0.09680519,0.85951449,0.40209185,0.09680519,0.0
720,0.89370079,0.36816921,0.04441188,0.90479134,0.38181843,0.03841308,0.90479134,0.38181843,0.03841308,0.0
721,0.88844171,0.37023317,0.04682737,0.89934609,0.38346751,0.0405224,0.89934609,0.38346751,0.0405224,0.0
722,0.87793935,0.37467757,0.04751503,0.8880776,0.38789225,0.04099421,0.8880776,0.38789225,0.04099421,0.0
723,0.86929299,0.3780197,0.05123183,0.87917693,0.3912908,0.04459286,0.87917693,0.3912908,0.04459286,0.0
724,0.86148627,0.38014362,0.05692962,0.87113938,0.39296964,0.05037699,0.87113938,0.39296964,0.05037699,0.0
725,0.85446028,0.38169811,0.06357054,0.86414941,0.39444356,0.05708163,0.86414941,0.39444356,0.05708163,0.0
726,0.84879504,0.38209009,0.07168099,0.85854517,0.39479012,0.06523629,0.85854517,0.39479012,0.06523629,0.0
727,0.84432483,0.38195766,0.08053251,0.85413474,0.39462592,0.07411816,0.85413474,0.39462592,0.07411816,0.0
728,0.84167855,0.38037997,0.08961711,0.85165384,0.3930773,0.08299198,0.85165384,0.3930773,0.08299198,0.0
729,0.8399198,0.37824353,0.09933544,0.85028108,0.39153409,0.09264294,0.85028108,0.39153409,0.09264294,0.0
730,0.89232195,0.36471881,0.04347004,0.90329672,0.37870992,0.03744845,0.90329672,0.37870992,0.03744845,0.0
731,0.88669841,0.36542276,0.04536609,0.89744601,0.37949165,0.03919666,0.89744601,0.37949165,0.03919666,0.0
732,0.87525353,0.36712576,0.04563367,0.88505925,0.38122394,0.03896282,0.88505925,0.38122394,0.03896282,0.0
733,0.86562871,0.36805199,0.04892924,0.87490181,0.38212478,0.04172681,0.87490181,0.38212478,0.04172681,0.0
734,0.85715005,0.36878157,0.05400025,0.86671977,0.38249862,0.04727019,0.86671977,0.38249862,0.04727019,0.0
735,0.8493453,0.36893104,0.0603238,0.85834786,0.38248484,0.05402492,0.85834786,0.38248484,0.05402492,0.0
736,0.84375192,0.368672,0.06843656,0.85319464,0.3825144,0.06206443,0.85319464,0.3825144,0.06206443,0.0
737,0.83904608,0.36785421,0.07718306,0.84875367,0.38099617,0.07068782,0.84875367,0.38099617,0.07068782,0.0
738,0.83652862,0.36695118,0.08668208,0.8466122,0.38058651,0.08020216,0.8466122,0.38058651,0.08020216,0.0
739,0.8350055,0.3655001,0.09650543,0.84528646,0.37891176,0.08982324,0.84528646,0.37891176,0.08982324,0.0
740,0.91509332,0.3633076,0.05162898,0.92896078,0.37735071,0.04581394,0.92896078,0.37735071,0.04581394,0.0
741,0.90621558,0.35176691,0.04677899,0.91905038,0.36699705,0.04179781,0.91905038,0.36699705,0.04179781,0.0
742,0.89430353,0.36098201,0.0429851,0.90532073,0.37523721,0.03702783,0.90532073,0.37523721,0.03702783,0.0
743,0.90325215,0.37285891,0.04752453,0.91607215,0.38564569,0.04158681,0.91607215,0.38564569,0.04158681,0.0
744,0.89535286,0.3637341,0.04309577,0.90644688,0.37775064,0.03714269,0.90644688,0.37775064,0.03714269,0.0
745,0.9059267,0.37216765,0.0480773,0.91890551,0.38498466,0.04216665,0.91890551,0.38498466,0.04216665,0.0
746,0.91432848,0.36091309,0.05058894,0.92814805,0.37516366,0.04483806,0.92814805,0.37516366,0.04483806,0.0
747,0.90386146,0.35249023,0.04529801,0.91653712,0.36763794,0.040265,0.91653712,0.36763794,0.040265,0.0
748,0.90142111,0.37166348,0.04615784,0.91331138,0.38480774,0.04016174,0.91331138,0.38480774,0.04016174,0.0
749,0.91368271,0.36578511,0.05088096,0.92745504,0.37942701,0.04506068,0.92745504,0.37942701,0.04506068,0.0
750,0.90836705,0.3529944,0.04721748,0.92151425,0.36824005,0.04211348,0.92151425,0.36824005,0.04211348,0.0
751,0.89599864,0.35886209,0.04280376,0.90733063,0.3734123,0.03689758,0.90733063,0.3734123,0.03689758,0.0
752,0.89656695,0.36683535,0.04362203,0.90793864,0.3803153,0.03767146,0.90793864,0.3803153,0.03767146,0.0
753,0.90890972,0.37052348,0.04905029,0.92204483,0.38344745,0.04316578,0.92204483,0.38344745,0.04316578,0.0
754,0.91332802,0.35783322,0.04944388,0.92680227,0.37249267,0.04398099,0.92680227,0.37249267,0.04398099,0.0
755,0.90102118,0.35381958,0.04401678,0.91298724,0.36857411,0.03839191,0.91298724,0.36857411,0.03839191,0.0
756,0.89863264,0.36970336,0.04478086,0.91011786,0.38292264,0.03885427,0.91011786,0.38292264,0.03885427,0.0
757,0.91196461,0.36822829,0.0500256,0.92538784,0.38170308,0.04427239,0.92538784,0.38170308,0.04427239,0.0
758,0.91126233,0.35496521,0.04828506,0.92454009,0.37016034,0.0431577,0.92454009,0.37016034,0.0431577,0.0
759,0.89785948,0.35610408,0.04335087,0.90962034,0.37077899,0.03762296,0.90962034,0.37077899,0.03762296,0.0
760,0.90035241,0.35901485,0.0432721,0.91226373,0.37348956,0.03756259,0.91226373,0.37348956,0.03756259,0.0
761,0.90344323,0.35639414,0.04424857,0.91574202,0.3712405,0.03899808,0.91574202,0.3712405,0.03899808,0.0
762,0.90635537,0.35441377,0.04553212,0.91915336,0.36949529,0.04050464,0.91915336,0.36949529,0.04050464,0.0
763,0.89749821,0.36133368,0.04271353,0.9092532,0.37568833,0.03692617,0.9092532,0.37568833,0.03692617,0.0
764,0.89963478,0.36453789,0.0435618,0.91151919,0.37863679,0.03778344,0.91151919,0.37863679,0.03778344,0.0
765,0.90263172,0.36190424,0.04381213,0.91467127,0.3761819,0.03811033,0.91467127,0.3761819,0.03811033,0.0
766,0.90603003,0.35931785,0.04489593,0.91886451,0.37374888,0.03938496,0.91886451,0.37374888,0.03938496,0.0
767,0.9088713,0.35700128,0.04649004,0.92178508,0.37196836,0.04143315,0.92178508,0.37196836,0.04143315,0.0
768,0.90743603,0.36804737,0.04706944,0.92035434,0.38159357,0.04134461,0.92035434,0.38159357,0.04134461,0.0
769,0.91049091,0.36575218,0.04804475,0.92383395,0.37943607,0.0423168,0.92383395,0.37943607,0.0423168,0.0
770,0.91285993,0.36305213,0.04911594,0.92630423,0.37725006,0.04352683,0.92630423,0.37725006,0.04352683,0.0
771,0.90396684,0.37029755,0.04629619,0.91654537,0.38354507,0.04051595,0.91654537,0.38354507,0.04051595,0.0
772,0.90527646,0.36516641,0.04518447,0.91806323,0.37894845,0.03948429,0.91806323,0.37894845,0.03948429,0.0
773,0.91120855,0.36022913,0.04775505,0.9245695,0.37465185,0.04222322,0.9245695,0.37465185,0.04222322,0.0
774,0.90180728,0.36741659,0.04441123,0.91381109,0.38129165,0.03864907,0.91381109,0.38129165,0.03864907,0.0
775,0.90836728,0.3625457,0.04616094,0.92131271,0.37653328,0.04051398,0.92131271,0.37653328,0.04051398,0.0
776,0.88842234,0.36033663,0.0440523,0.89915756,0.37484551,0.03794478,0.89915756,0.37484551,0.03794478,0.0
777,0.8899906,0.35556759,0.0440823,0.9007002,0.37076578,0.03825361,0.9007002,0.37076578,0.03825361,0.0
778,0.89261015,0.35157618,0.04484873,0.9034422,0.36684302,0.03917068,0.9034422,0.36684302,0.03917068,0.0
779,0.89665938,0.34873292,0.04614837,0.90809113,0.36439652,0.04085339,0.90809113,0.36439652,0.04085339,0.0
780,0.9012158,0.34693486,0.0476592,0.91356145,0.36259147,0.04243612,0.91356145,0.36259147,0.04243612,0.0
781,0.90579325,0.34678801,0.04958098,0.91887188,0.36222952,0.04454241,0.91887188,0.36222952,0.04454241,0.0
782,0.91022698,0.3479432,0.05149813,0.92365649,0.363588,0.04636251,0.92365649,0.363588,0.04636251,0.0
783,0.91417356,0.35069164,0.05330214,0.92775566,0.36645125,0.04819167,0.92775566,0.36645125,0.04819167,0.0
784,0.91708986,0.35431366,0.05478066,0.93102145,0.36950901,0.04936418,0.93102145,0.36950901,0.04936418,0.0
785,0.9186684,0.35877491,0.05582636,0.9332611,0.37281369,0.04996331,0.9332611,0.37281369,0.04996331,0.0
786,0.91863762,0.36371558,0.05633305,0.93328913,0.37732578,0.05031832,0.93328913,0.37732578,0.05031832,0.0
787,0.91717618,0.36849531,0.05599366,0.93174225,0.38169676,0.04989458,0.93174225,0.38169676,0.04989458,0.0
788,0.91444981,0.37247604,0.05553663,0.92864313,0.3850929,0.04946897,0.92864313,0.3850929,0.04946897,0.0
789,0.91070808,0.37535361,0.05434433,0.92426122,0.38759917,0.0483723,0.92426122,0.38759917,0.0483723,0.0
790,0.90656596,0.37719668,0.05263143,0.91980912,0.38936426,0.04648326,0.91980912,0.38936426,0.04648326,0.0
791,0.9015742,0.37729853,0.05091171,0.91396241,0.38975209,0.0445748,0.91396241,0.38975209,0.0445748,0.0
792,0.89714048,0.37614333,0.04899457,0.908748,0.38874881,0.04278944,0.908748,0.38874881,0.04278944,0.0
793,0.8931939,0.37339489,0.04719055,0.90436,0.38622535,0.04105252,0.90436,0.38622535,0.04105252,0.0
794,0.89031352,0.36944737,0.04571319,0.90127081,0.38269103,0.03946203,0.90127081,0.38269103,0.03946203,0.0
795,0.88884179,0.3649968,0.04435809,0.89967244,0.37904866,0.03824984,0.89967244,0.37904866,0.03824984,0.0
796,0.89364298,0.36126989,0.05177972,0.9050151,0.37565502,0.04570815,0.9050151,0.37565502,0.04570815,0.0
797,0.88827672,0.36033272,0.04746833,0.89903584,0.37486544,0.04130889,0.89903584,0.37486544,0.04130889,0.0
798,0.87588024,0.35862808,0.04555647,0.88568325,0.3735256,0.03918242,0.88568325,0.3735256,0.03918242,0.0
799,0.86661374,0.3572864,0.04855074,0.87610777,0.37201493,0.04200716,0.87610777,0.37201493,0.04200716,0.0
800,0.85817298,0.35571601,0.05424867,0.86735902,0.37064492,0.048021,0.86735902,0.37064492,0.048021,0.0
801,0.85061876,0.35457411,0.06026745,0.85982144,0.36949698,0.05419157,0.85982144,0.36949698,0.05419157,0.0
802,0.84489657,0.35364041,0.0679658,0.85416188,0.36855485,0.06197174,0.85416188,0.36855485,0.06197174,0.0
803,0.84074777,0.35255281,0.07620199,0.85007976,0.36746085,0.07025485,0.85007976,0.36746085,0.07025485,0.0
804,0.8379937,0.35195166,0.08528311,0.84739351,0.36684727,0.07936155,0.84739351,0.36684727,0.07936155,0.0
805,0.83677709,0.35152213,0.09490092,0.84668882,0.36580249,0.08868368,0.84668882,0.36580249,0.08868368,0.0
806,0.89420199,0.35902562,0.05189517,0.90589727,0.3735568,0.04595938,0.90589727,0.3735568,0.04595938,0.0
807,0.88980904,0.35588919,0.04749716,0.90054225,0.37108327,0.04157185,0.90054225,0.37108327,0.04157185,0.0
808,0.8782221,0.35064891,0.04539599,0.8882084,0.3662151,0.03932267,0.8882084,0.3662151,0.03932267,0.0
809,0.86951462,0.34706296,0.04850572,0.879317,0.36232238,0.04247457,0.879317,0.36232238,0.04247457,0.0
810,0.86136032,0.34387569,0.05390004,0.87068831,0.35930011,0.04816448,0.87068831,0.35930011,0.04816448,0.0
811,0.85425732,0.34146605,0.06003079,0.86356575,0.35660646,0.05413699,0.86356575,0.35660646,0.05413699,0.0
812,0.84867885,0.3392303,0.06773377,0.85801535,0.3543285,0.06187297,0.85801535,0.3543285,0.06187297,0.0
813,0.84411574,0.33809769,0.07617203,0.85349404,0.35315376,0.07032383,0.85349404,0.35315376,0.07032383,0.0
814,0.84152642,0.33784569,0.08566873,0.85096388,0.35286039,0.07982034,0.85096388,0.35286039,0.07982034,0.0
815,0.84003727,0.33804355,0.09486748,0.84952689,0.3530249,0.08901714,0.84952689,0.3530249,0.08901714,0.0
816,0.89616965,0.35627831,0.05213289,0.90798583,0.37093076,0.04627518,0.90798583,0.37093076,0.04627518,0.0
817,0.89249948,0.35223398,0.04795303,0.90337513,0.3674506,0.04218657,0.90337513,0.3674506,0.04218657,0.0
818,0.8827025,0.34389949,0.04670954,0.89324151,0.35975802,0.04119066,0.89324151,0.35975802,0.04119066,0.0
819,0.87544057,0.33849776,0.05025557,0.885641,0.35435354,0.04476315,0.885641,0.35435354,0.04476315,0.0
820,0.8682816,0.3337752,0.0562871,0.87845767,0.34952173,0.05079782,0.87845767,0.34952173,0.05079782,0.0
821,0.86204412,0.33014285,0.06232776,0.87175223,0.3457962,0.05679719,0.87175223,0.3457962,0.05679719,0.0
822,0.85680907,0.3276159,0.07013924,0.86652146,0.34321527,0.06460494,0.86652146,0.34321527,0.06460494,0.0
823,0.8526962,0.32620279,0.07837659,0.86243098,0.34175787,0.07283514,0.86243098,0.34175787,0.07283514,0.0
824,0.84979939,0.32591646,0.08776595,0.86020666,0.34120311,0.08190866,0.86020666,0.34120311,0.08190866,0.0
825,0.84813157,0.32675466,0.09727179,0.8585907,0.34200555,0.09140339,0.8585907,0.34200555,0.09140339,0.0
826,0.89863058,0.35556567,0.05330447,0.91064132,0.37022206,0.04751246,0.91064132,0.37022206,0.04751246,0.0
827,0.89582691,0.34931139,0.0493474,0.90727238,0.3649168,0.04394648,0.90727238,0.3649168,0.04394648,0.0
828,0.88949912,0.33872673,0.04887715,0.90043913,0.3547228,0.04356581,0.90043913,0.3547228,0.04356581,0.0
829,0.88364682,0.33183472,0.05285832,0.89454299,0.34780129,0.04756635,0.89454299,0.34780129,0.04756635,0.0
830,0.87786154,0.3259474,0.05932384,0.88876942,0.34182862,0.05399797,0.88876942,0.34182862,0.05399797,0.0
831,0.87265433,0.32144148,0.06568999,0.8833404,0.33742604,0.06031872,0.8833404,0.33742604,0.06031872,0.0
832,0.86841363,0.31836647,0.0738258,0.8791178,0.3342879,0.06841518,0.8791178,0.3342879,0.06841518,0.0
833,0.86433669,0.31662785,0.08206431,0.87505339,0.33249758,0.0766196,0.87505339,0.33249758,0.0766196,0.0
834,0.86106052,0.31695823,0.09134402,0.87179766,0.33277711,0.08586359,0.87179766,0.33277711,0.08586359,0.0
835,0.85874178,0.31805329,0.10063402,0.87030153,0.33332849,0.09445952,0.87030153,0.33332849,0.09445952,0.0
836,0.90061926,0.35446956,0.05395313,0.91278525,0.36918675,0.04822012,0.91278525,0.36918675,0.04822012,0.0
837,0.90038333,0.34751333,0.05085823,0.91274137,0.36311793,0.04554374,0.91274137,0.36311793,0.04554374,0.0
838,0.89700263,0.33561001,0.05135981,0.90896569,0.35182611,0.04641386,0.90896569,0.35182611,0.04641386,0.0
839,0.89341058,0.32798173,0.05609583,0.90533969,0.34480334,0.0515771,0.90533969,0.34480334,0.0515771,0.0
840,0.88927056,0.32128949,0.06310151,0.90132305,0.33811897,0.05847453,0.90132305,0.33811897,0.05847453,0.0
841,0.88525838,0.31625915,0.07020873,0.89751133,0.33341502,0.06579528,0.89751133,0.33341502,0.06579528,0.0
842,0.8813611,0.31289295,0.07845303,0.8935245,0.32988375,0.07382578,0.8935245,0.32988375,0.07382578,0.0
843,0.87759165,0.31118865,0.08679888,0.88977009,0.32813474,0.08212766,0.88977009,0.32813474,0.08212766,0.0
844,0.87400799,0.31148471,0.09597125,0.8863288,0.32737286,0.09032742,0.8863288,0.32737286,0.09032742,0.0
845,0.87103833,0.31283664,0.10504542,0.88339452,0.32867124,0.09934864,0.88339452,0.32867124,0.09934864,0.0
846,0.903187,0.35376761,0.0548153,0.91612935,0.36853538,0.04922791,0.91612935,0.36853538,0.04922791,0.0
847,0.90461735,0.34765766,0.05267152,0.91770715,0.36302532,0.04749772,0.91770715,0.36302532,0.04749772,0.0
848,0.90492756,0.335179,0.05477402,0.9178781,0.35140854,0.05028824,0.9178781,0.35140854,0.05028824,0.0
849,0.90338115,0.32778029,0.0605708,0.91661029,0.34474259,0.05624775,0.91661029,0.34474259,0.05624775,0.0
850,0.9011929,0.32130469,0.0679111,0.91446584,0.33829869,0.06359179,0.91446584,0.33829869,0.06359179,0.0
851,0.89875412,0.31612045,0.07555617,0.91245588,0.3336329,0.07134677,0.91245588,0.3336329,0.07134677,0.0
852,0.89547182,0.31282291,0.08401515,0.90933698,0.33033032,0.0796708,0.90933698,0.33033032,0.0796708,0.0
853,0.89200987,0.31115293,0.09246834,0.90644255,0.32822651,0.08765523,0.90644255,0.32822651,0.08765523,0.0
854,0.88842621,0.31144898,0.10164071,0.90289506,0.32846616,0.09676143,0.90289506,0.32846616,0.09676143,0.0
855,0.88453407,0.31269794,0.11039286,0.89874821,0.32861073,0.10443927,0.89874821,0.32861073,0.10443927,0.0
856,0.90512485,0.35497373,0.05587259,0.91840911,0.36973054,0.05023887,0.91840911,0.36973054,0.05023887,0.0
857,0.9088504,0.34878922,0.05417192,0.9222935,0.36438533,0.0488716,0.9222935,0.36438533,0.0488716,0.0
858,0.91267185,0.33736279,0.05786956,0.92648103,0.35328529,0.05290344,0.92648103,0.35328529,0.05290344,0.0
859,0.9132779,0.33020435,0.0644177,0.92747409,0.34672045,0.05964798,0.92747409,0.34672045,0.05964798,0.0
860,0.91279186,0.32424951,0.07271027,0.92735938,0.34129743,0.06801253,0.92735938,0.34129743,0.06801253,0.0
861,0.91189054,0.31923689,0.08089203,0.92704538,0.33611956,0.07580679,0.92704538,0.33611956,0.07580679,0.0
862,0.90922323,0.316008,0.08956568,0.92443437,0.33286028,0.08438871,0.92443437,0.33286028,0.08438871,0.0
863,0.90626946,0.31439598,0.09854294,0.92151728,0.33119419,0.09327964,0.92151728,0.33119419,0.09327964,0.0
864,0.90207081,0.31462339,0.10750064,0.91833485,0.33058307,0.10049955,0.91833485,0.33058307,0.10049955,0.0
865,0.89756369,0.3158037,0.11603812,0.91387031,0.33172405,0.10894359,0.91387031,0.33172405,0.10894359,0.0
866,0.90713358,0.35651605,0.05661931,0.92051823,0.37123754,0.05097314,0.92051823,0.37123754,0.05097314,0.0
867,0.91252542,0.35117783,0.05586976,0.92626127,0.36676745,0.05043126,0.92626127,0.36676745,0.05043126,0.0
868,0.9189926,0.34202634,0.06125262,0.93359924,0.3575451,0.055971,0.93359924,0.3575451,0.055971,0.0
869,0.9216433,0.33608471,0.06854864,0.93707585,0.35188253,0.06304721,0.93707585,0.35188253,0.06304721,0.0
870,0.92231538,0.33091819,0.07726824,0.93807788,0.34707458,0.07200059,0.93807788,0.34707458,0.07200059,0.0
871,0.92253624,0.32701941,0.08587587,0.93878081,0.34267394,0.07986601,0.93878081,0.34267394,0.07986601,0.0
872,0.92034118,0.32417399,0.09507244,0.93716651,0.34005211,0.08852616,0.93716651,0.34005211,0.08852616,0.0
873,0.91780171,0.32260698,0.10384764,0.93474546,0.33844347,0.09712404,0.93474546,0.33844347,0.09712404,0.0
874,0.9133315,0.32247455,0.11269916,0.93035432,0.33783173,0.1054499,0.93035432,0.33783173,0.1054499,0.0
875,0.9083162,0.3235969,0.12071256,0.92536273,0.33890138,0.11338671,0.92536273,0.33890138,0.11338671,0.0
876,0.90907143,0.35772217,0.0576766,0.9228228,0.37224778,0.05182096,0.9228228,0.37224778,0.05182096,0.0
877,0.91513423,0.35476552,0.05724094,0.929174,0.36976487,0.05145989,0.929174,0.36976487,0.05145989,0.0
878,0.9240814,0.34852705,0.06358057,0.93952278,0.3634572,0.05793845,0.93952278,0.3634572,0.05793845,0.0
879,0.92798311,0.34437392,0.07171689,0.94369681,0.35921959,0.06592324,0.94369681,0.35921959,0.06592324,0.0
880,0.92994212,0.34067039,0.08127794,0.94625069,0.35603649,0.0750791,0.94625069,0.35603649,0.0750791,0.0
881,0.93056336,0.33780611,0.09040617,0.94760761,0.35294611,0.0833351,0.94760761,0.35294611,0.0833351,0.0
882,0.92932573,0.33572537,0.09961303,0.94655363,0.35086524,0.09230417,0.94655363,0.35086524,0.09230417,0.0
883,0.92664352,0.33447319,0.10869647,0.94398752,0.34960649,0.1012183,0.94398752,0.34960649,0.1012183,0.0
884,0.92200855,0.33399161,0.11713241,0.93940143,0.34882969,0.10932805,0.93940143,0.34882969,0.10932805,0.0
885,0.91634332,0.3343836,0.12524286,0.93372361,0.34918548,0.1174115,0.93372361,0.34918548,0.1174115,0.0
886,0.91007189,0.36080203,0.05882166,0.92389365,0.37502053,0.05287818,0.92389365,0.37502053,0.05287818,0.0
887,0.91660596,0.35921609,0.05859604,0.93118713,0.37321432,0.05264008,0.93118713,0.37321432,0.05264008,0.0
888,0.92676722,0.35607886,0.06546192,0.94242786,0.3704288,0.05926441,0.94242786,0.3704288,0.05926441,0.0
889,0.93168332,0.35401611,0.07402064,0.94787555,0.36826793,0.06734842,0.94787555,0.36826793,0.06734842,0.0
890,0.93438515,0.35204312,0.08389791,0.95087808,0.36611898,0.07687515,0.95087808,0.36611898,0.07687515,0.0
891,0.93537085,0.35053885,0.09354557,0.95266528,0.3650176,0.08579832,0.95266528,0.3650176,0.08579832,0.0
892,0.93440478,0.34881796,0.10285862,0.95188223,0.3633789,0.09490982,0.95188223,0.3633789,0.09490982,0.0
893,0.93188732,0.34791493,0.11235764,0.94962684,0.36231787,0.1041768,0.94962684,0.36231787,0.1041768,0.0
894,0.92698079,0.34707351,0.12068739,0.94470692,0.36149573,0.11250605,0.94470692,0.36149573,0.11250605,0.0
895,0.92115081,0.34711635,0.12838226,0.93883138,0.36131383,0.12010286,0.93883138,0.36131383,0.12010286,0.0
896,0.9101638,0.36278944,0.05892204,0.92399371,0.37682298,0.0529295,0.92399371,0.37682298,0.0529295,0.0
897,0.91664704,0.36350572,0.05910505,0.93129085,0.37710727,0.05301308,0.93129085,0.37710727,0.05301308,0.0
898,0.9268853,0.36433262,0.0664811,0.94259636,0.37812888,0.06005626,0.94259636,0.37812888,0.06005626,0.0
899,0.93144307,0.36453778,0.0753411,0.94779271,0.37810107,0.06812909,0.94779271,0.37810107,0.06812909,0.0
900,0.93392932,0.36451787,0.08521142,0.95077225,0.37788862,0.07748517,0.95077225,0.37788862,0.07748517,0.0
901,0.93491404,0.36400084,0.09454621,0.95221994,0.37753279,0.08636782,0.95221994,0.37753279,0.08636782,0.0
902,0.93400492,0.36360563,0.10427135,0.95145628,0.3771825,0.0959243,0.95145628,0.3771825,0.0959243,0.0
903,0.93159428,0.36271329,0.11346097,0.94908149,0.37634796,0.10505656,0.94908149,0.37634796,0.10505656,0.0
904,0.92668775,0.36187187,0.12179073,0.94411926,0.37553931,0.11342502,0.94411926,0.37553931,0.11342502,0.0
905,0.92100149,0.36061265,0.12949024,0.93885297,0.37405294,0.11990716,0.93885297,0.37405294,0.11990716,0.0
906,0.90960479,0.36503371,0.05880659,0.92340636,0.37886239,0.05276007,0.92340636,0.37886239,0.05276007,0.0
907,0.91552902,0.36799427,0.05887415,0.9301091,0.3812105,0.0526869,0.9301091,0.3812105,0.0526869,0.0
908,0.92475706,0.37233317,0.06602278,0.94010243,0.38486775,0.05917362,0.94010243,0.38486775,0.05917362,0.0
909,0.9289565,0.37480623,0.07518407,0.94490793,0.38720259,0.06777909,0.94490793,0.38720259,0.06777909,0.0
910,0.93084879,0.37636889,0.08525065,0.94729796,0.38889223,0.0775401,0.94729796,0.38889223,0.0775401,0.0
911,0.93165385,0.37747942,0.09457965,0.94824891,0.39004543,0.08675933,0.94824891,0.39004543,0.08675933,0.0
