vertex,c3_baseline_x,c3_baseline_y,c3_baseline_z,c3_deformed_x,c3_deformed_y,c3_deformed_z,c5_deformed_x,c5_deformed_y,c5_deformed_z,c3_c5_error
220,0.72828827,0.56252975,-0.01949605,0.72042195,0.54443801,-0.03036478,0.72042195,0.54443801,-0.03036478,0.0
221,0.72324869,0.55869171,-0.0158221,0.71503729,0.54149102,-0.02798736,0.71503729,0.54149102,-0.02798736,0.0
222,0.73092492,0.56413846,-0.01957019,0.7233428,0.54568053,-0.03016845,0.7233428,0.54568053,-0.03016845,0.0
223,0.80098948,0.57022908,-0.01839742,0.80079762,0.54874228,-0.02198622,0.80079762,0.54874228,-0.02198622,0.0
224,0.7468356,0.56393364,-0.01512457,0.7411588,0.54513877,-0.02504435,0.7411588,0.54513877,-0.02504435,0.0
225,0.77001495,0.5687808,-0.02012766,0.76649683,0.54838953,-0.02656303,0.76649683,0.54838953,-0.02656303,0.0
226,0.74521592,0.55846317,-0.02072569,0.73899418,0.5406231,-0.02948699,0.73899418,0.5406231,-0.02948699,0.0
227,0.77257037,0.56410343,-0.02495335,0.76899159,0.54441965,-0.02997793,0.76899159,0.54441965,-0.02997793,0.0
228,0.80078176,0.56428433,-0.01590135,0.80065856,0.54392147,-0.01998987,0.80065856,0.54392147,-0.01998987,0.0
229,0.73897431,0.56862101,-0.02807577,0.73177461,0.54899966,-0.0359905,0.73177461,0.54899966,-0.0359905,0.0
230,0.72843775,0.56186517,-0.02570697,0.72021982,0.54379729,-0.03516211,0.72021982,0.54379729,-0.03516211,0.0
231,0.73129484,0.55986508,-0.02825618,0.72320603,0.54204324,-0.03681373,0.72320603,0.54204324,-0.03681373,0.0
232,0.53045834,0.48004418,0.1589431,0.5117995,0.48511516,0.0885781,0.5117995,0.48511516,0.0885781,0.0
233,0.45665152,0.40663622,0.24497333,0.43473312,0.42843183,0.14863519,0.43473312,0.42843183,0.14863519,0.0
234,0.55620838,0.37475318,0.51153113,0.55967985,0.40362876,0.36635669,0.55967985,0.40362876,0.36635669,0.0
235,0.52609218,0.37887549,0.47458545,0.52436803,0.40727751,0.33447394,0.52436803,0.40727751,0.33447394,0.0
236,0.50014047,0.39096272,0.41716742,0.49253552,0.41701432,0.28703003,0.49253552,0.41701432,0.28703003,0.0
237,0.4894568,0.40106775,0.34761957,0.4768154,0.42452094,0.23180188,0.4768154,0.42452094,0.23180188,0.0
238,0.46555594,0.41050702,0.22322273,0.44332393,0.43101933,0.13263664,0.44332393,0.43101933,0.13263664,0.0
239,0.49368682,0.41653632,0.2116504,0.47372843,0.43499127,0.12652097,0.47372843,0.43499127,0.12652097,0.0
240,0.50269504,0.42665993,0.18460535,0.48218223,0.44260985,0.1063368,0.48218223,0.44260985,0.1063368,0.0
241,0.51839412,0.42733242,0.1643966,0.49832392,0.4424151,0.09229172,0.49832392,0.4424151,0.09229172,0.0
242,0.49284165,0.42051477,0.24477377,0.47475908,0.43877219,0.15207796,0.47475908,0.43877219,0.15207796,0.0
243,0.52878898,0.15312764,0.46910447,0.52490615,0.22247345,0.33368384,0.52490615,0.22247345,0.33368384,0.0
244,0.57423202,0.14678165,0.5168107,0.5777223,0.21674311,0.37555382,0.5777223,0.21674311,0.37555382,0.0
245,0.51988101,0.19177856,0.21847502,0.50090871,0.25051917,0.1377285,0.50090871,0.25051917,0.1377285,0.0
246,0.50070541,0.16691579,0.40026333,0.4900768,0.23348654,0.27712918,0.4900768,0.23348654,0.27712918,0.0
247,0.49832277,0.17881751,0.30036549,0.48176695,0.24176757,0.19919604,0.48176695,0.24176757,0.19919604,0.0
248,0.54920622,0.2168487,0.15043008,0.52952866,0.26916759,0.08764708,0.52952866,0.26916759,0.08764708,0.0
249,0.54222381,0.72065289,0.46596295,0.54485328,0.68626436,0.32465264,0.54485328,0.68626436,0.32465264,0.0
250,0.48854818,0.71456384,0.41983812,0.48291887,0.682078,0.28331657,0.48291887,0.682078,0.28331657,0.0
251,0.45736154,0.72371685,0.34837906,0.44445214,0.689352,0.22446241,0.44445214,0.689352,0.22446241,0.0
252,0.46956474,0.74661658,0.29410697,0.45496891,0.70692675,0.18329981,0.45496891,0.70692675,0.18329981,0.0
253,0.49833537,0.80232367,0.24183458,0.48418515,0.75092203,0.14495542,0.48418515,0.75092203,0.14495542,0.0
254,0.55783102,0.83711018,0.20915225,0.54824777,0.7772487,0.1253351,0.54824777,0.7772487,0.1253351,0.0
255,0.68485904,0.88573914,0.21239389,0.68903965,0.81356598,0.14049432,0.68903965,0.81356598,0.14049432,0.0
256,0.61273592,0.86290178,0.19849274,0.60844626,0.7966723,0.12245697,0.60844626,0.7966723,0.12245697,0.0
257,0.7861859,0.57105858,0.02574406,0.78638912,0.54942216,0.02146154,0.78638912,0.54942216,0.02146154,0.0
258,0.76637651,0.53747469,0.09123363,0.76650757,0.51667714,0.08388896,0.76650757,0.51667714,0.08388896,0.0
259,0.80512505,0.56504807,-0.02858795,0.80472375,0.54423714,-0.02939589,0.80472375,0.54423714,-0.02939589,0.0
260,0.82340192,0.33979161,-0.00891482,0.82392266,0.35965613,-0.00904799,0.82392266,0.35965613,-0.00904799,0.0
261,0.8260287,0.43253062,-0.04709472,0.82549462,0.43491305,-0.03974816,0.82549462,0.43491305,-0.03974816,0.0
262,0.62956261,0.46815734,0.50333676,0.64097333,0.47786186,0.36637357,0.64097333,0.47786186,0.36637357,0.0
263,0.63217023,0.54115854,0.47452103,0.6428654,0.53706456,0.34325934,0.6428654,0.53706456,0.34325934,0.0
264,0.62015222,0.64428,0.4749745,0.63060548,0.62175859,0.34089681,0.63060548,0.62175859,0.34089681,0.0
265,0.80476672,0.56731597,-0.02828666,0.80436481,0.54610647,-0.02922627,0.80436481,0.54610647,-0.02922627,0.0
266,0.75481576,0.70482177,0.07083859,0.75630268,0.66149505,0.04052822,0.75630268,0.66149505,0.04052822,0.0
267,0.76584575,-0.00264675,0.26547174,0.77308592,0.0853446,0.20270635,0.77308592,0.0853446,0.20270635,0.0
268,0.66941254,0.07853748,0.51576657,0.68198214,0.15825827,0.38568174,0.68198214,0.15825827,0.38568174,0.0
269,0.78347752,0.56354005,0.03390871,0.78338078,0.54262441,0.02932478,0.78338078,0.54262441,0.02932478,0.0
270,0.80593665,0.57986239,0.03529297,0.8110475,0.55663596,0.03032731,0.8110475,0.55663596,0.03032731,0.0
271,0.81044115,0.56524164,0.04604892,0.8167387,0.54208003,0.04047626,0.8167387,0.54208003,0.04047626,0.0
272,0.7331546,0.53809953,0.18620579,0.73564247,0.50912696,0.13575369,0.73564247,0.50912696,0.13575369,0.0
273,0.77481898,0.54209743,0.20246034,0.79636917,0.51571376,0.14922317,0.79636917,0.51571376,0.14922317,0.0
274,0.7566882,0.55540082,0.24415092,0.77925916,0.52772953,0.18260231,0.77925916,0.52772953,0.18260231,0.0
275,0.79849554,0.54697166,0.09710344,0.80697324,0.52363612,0.09038051,0.80697324,0.52363612,0.09038051,0.0
276,0.81426196,0.58046588,0.03922778,0.82071583,0.55669298,0.03377521,0.82071583,0.55669298,0.03377521,0.0
277,0.81397678,0.58121282,0.07277948,0.822093,0.55695938,0.06610275,0.822093,0.55695938,0.06610275,0.0
278,0.79435244,0.54786065,0.19761684,0.81679246,0.52436455,0.14904023,0.81679246,0.52436455,0.14904023,0.0
279,0.77783429,0.56071339,0.24782135,0.80165396,0.53503458,0.18631011,0.80165396,0.53503458,0.18631011,0.0
280,0.81672799,0.56918808,0.12669683,0.82767354,0.54350192,0.11512626,0.82767354,0.54350192,0.11512626,0.0
281,0.79332507,0.57881138,0.2236363,0.81503746,0.55029353,0.16770602,0.81503746,0.55029353,0.16770602,0.0
282,0.79471863,0.57360691,0.19932596,0.81428716,0.54313519,0.14897362,0.81428716,0.54313519,0.14897362,0.0
283,0.80974202,0.57929986,0.12948747,0.82101556,0.55224838,0.11651599,0.82101556,0.55224838,0.11651599,0.0
284,0.80739733,0.59598703,0.07691145,0.8150246,0.57102862,0.07047152,0.8150246,0.57102862,0.07047152,0.0
285,0.81149813,0.58645659,0.04922654,0.81862926,0.56174076,0.04301498,0.81862926,0.56174076,0.04301498,0.0
286,0.78516848,0.58784712,0.23811815,0.80717793,0.55908304,0.17807798,0.80717793,0.55908304,0.17807798,0.0
287,0.77458251,0.57790404,0.1796973,0.78867042,0.54073032,0.1356326,0.78867042,0.54073032,0.1356326,0.0
288,0.79007582,0.5768109,0.13266503,0.80093675,0.54727519,0.11607424,0.80093675,0.54727519,0.11607424,0.0
289,0.79597785,0.57858291,0.07722103,0.80327786,0.55419673,0.07099145,0.80327786,0.55419673,0.07099145,0.0
290,0.80225125,0.58804333,0.04123618,0.80757405,0.56325275,0.03580896,0.80757405,0.56325275,0.03580896,0.0
291,0.72143861,0.61097671,0.19646465,0.72421708,0.57104934,0.14166772,0.72421708,0.57104934,0.14166772,0.0
292,0.73479636,0.58301913,0.16613918,0.73753835,0.54337284,0.12127734,0.73753835,0.54337284,0.12127734,0.0
293,0.88518691,0.34544678,0.03410158,0.89462819,0.36321929,0.03077152,0.89462819,0.36321929,0.03077152,0.0
294,0.88371908,0.35356671,0.04670115,0.89381225,0.37009616,0.040287,0.89381225,0.37009616,0.040287,0.0
295,0.91350872,0.351938,0.05380897,0.92707281,0.3680447,0.04896364,0.92707281,0.3680447,0.04896364,0.0
296,0.91645417,0.34234525,0.04444176,0.92969121,0.3599708,0.04213479,0.92969121,0.3599708,0.04213479,0.0
297,0.85874368,0.36757842,0.03683006,0.8658218,0.38210638,0.02979753,0.8658218,0.38210638,0.02979753,0.0
298,0.86807437,0.36632562,0.04347431,0.8764873,0.38092279,0.03595608,0.8764873,0.38092279,0.03595608,0.0
299,0.88347311,0.38284348,0.0410414,0.89349508,0.39397579,0.0354542,0.89349508,0.39397579,0.0354542,0.0
300,0.8944468,0.37648936,0.04461019,0.90574697,0.38852538,0.0394696,0.90574697,0.38852538,0.0394696,0.0
301,0.92927422,0.38735129,0.07226069,0.94586781,0.39686619,0.06445015,0.94586781,0.39686619,0.06445015,0.0
302,0.94875896,0.36420843,0.09378659,0.9683823,0.37771637,0.08353742,0.9683823,0.37771637,0.08353742,0.0
303,0.9394829,0.36577092,0.07989239,0.9573633,0.37904056,0.07175285,0.9573633,0.37904056,0.07175285,0.0
304,0.92953739,0.37978679,0.06793051,0.94583634,0.39060325,0.06122244,0.94583634,0.39060325,0.06122244,0.0
305,0.93561011,0.34715799,0.06196689,0.9518809,0.36364448,0.05769084,0.9518809,0.36364448,0.05769084,0.0
306,0.93264025,0.3583512,0.05890182,0.94853448,0.37283925,0.05484112,0.94853448,0.37283925,0.05484112,0.0
307,0.90805669,0.38855334,0.0497253,0.92117303,0.39809715,0.0447036,0.92117303,0.39809715,0.0447036,0.0
308,0.9133107,0.3785938,0.05084837,0.92693888,0.38981828,0.04626879,0.92693888,0.38981828,0.04626879,0.0
309,0.94406075,0.428461,0.42542812,0.98292599,0.43546081,0.33947092,0.98292599,0.43546081,0.33947092,0.0
310,0.95226852,0.38420148,0.41806655,0.99113446,0.39892073,0.33524301,0.99113446,0.39892073,0.33524301,0.0
311,0.93024898,0.48578689,0.38970935,0.96617554,0.48219045,0.30950563,0.96617554,0.48219045,0.30950563,0.0
312,0.94650381,0.40486966,0.29407894,0.97781865,0.41410041,0.23815906,0.97781865,0.41410041,0.23815906,0.0
313,0.93848525,0.45075102,0.28838943,0.9690826,0.45176653,0.23225929,0.9690826,0.45176653,0.23225929,0.0
314,0.90940998,0.55456393,0.27153914,0.93703375,0.53724224,0.21467392,0.93703375,0.53724224,0.21467392,0.0
315,0.94624922,0.36229806,0.37536801,0.9818249,0.38052398,0.30179322,0.9818249,0.38052398,0.30179322,0.0
316,0.92755851,0.51826868,0.34206595,0.96076844,0.50811154,0.27180625,0.96076844,0.50811154,0.27180625,0.0
317,0.94889484,0.40089228,0.39841314,0.98643704,0.41236742,0.31940693,0.98643704,0.41236742,0.31940693,0.0
318,0.94598282,0.40246537,0.37527707,0.98190515,0.4133834,0.30113035,0.98190515,0.4133834,0.30113035,0.0
319,0.91812014,0.43595958,0.37444162,0.95144511,0.44154028,0.29708689,0.95144511,0.44154028,0.29708689,0.0
320,0.94719558,0.43332182,0.39790689,0.98484044,0.43893146,0.31838009,0.98484044,0.43893146,0.31838009,0.0
321,0.92579508,0.48855411,0.37960132,0.96070659,0.48442431,0.30115752,0.96070659,0.48442431,0.30115752,0.0
322,0.9383284,0.50202088,0.34938232,0.97291371,0.49463303,0.27884054,0.97291371,0.49463303,0.27884054,0.0
323,0.94204364,0.41478208,0.34765119,0.97608326,0.42314704,0.27911224,0.97608326,0.42314704,0.27911224,0.0
324,0.93722892,0.44188149,0.33479274,0.97028833,0.44525104,0.26825102,0.97028833,0.44525104,0.26825102,0.0
325,0.93496235,0.50126254,0.33328847,0.96826593,0.49386239,0.26601238,0.96826593,0.49386239,0.26601238,0.0
326,0.83390772,0.55372112,-0.0304822,0.83628043,0.53413874,-0.02768662,0.83628043,0.53413874,-0.02768662,0.0
327,0.83211208,0.536378,-0.03378106,0.83394587,0.51994407,-0.03020091,0.83394587,0.51994407,-0.03020091,0.0
328,0.82994086,0.59121437,-0.0191172,0.83290857,0.56510347,-0.01979839,0.83290857,0.56510347,-0.01979839,0.0
329,0.82165561,0.61240717,-0.01015272,0.82448546,0.58281097,-0.01400856,0.82448546,0.58281097,-0.01400856,0.0
330,0.86556583,0.57816311,0.02288818,0.87453803,0.55405667,0.016743,0.87453803,0.55405667,0.016743,0.0
331,0.87503343,0.57923845,0.03139334,0.88548843,0.55479996,0.02432659,0.88548843,0.55479996,0.02432659,0.0
332,0.87809807,0.57035138,0.03145101,0.88879015,0.54744242,0.02481786,0.88879015,0.54744242,0.02481786,0.0
333,0.8667505,0.57168881,0.01856714,0.8755345,0.54866082,0.01360285,0.8755345,0.54866082,0.01360285,0.0
334,0.85832179,0.58721554,0.01376728,0.86610054,0.56153104,0.00877288,0.86610054,0.56153104,0.00877288,0.0
335,0.86458594,0.59354385,0.02377452,0.873653,0.5666846,0.01711187,0.873653,0.5666846,0.01711187,0.0
336,0.85572707,0.54303867,-0.00564005,0.86170125,0.52515887,-0.00595622,0.86170125,0.52515887,-0.00595622,0.0
337,0.85440664,0.55902934,-0.00796998,0.86025835,0.53824856,-0.00812444,0.86025835,0.53824856,-0.00812444,0.0
338,0.84399594,0.60834127,0.00608514,0.85004438,0.57910417,0.00100431,0.85004438,0.57910417,0.00100431,0.0
339,0.84818021,0.59000076,-3.682e-05,0.85413416,0.56388723,-0.00305004,0.85413416,0.56388723,-0.00305004,0.0
340,0.83020393,0.56753772,-0.01429802,0.83325821,0.54579106,-0.01569874,0.83325821,0.54579106,-0.01569874,0.0
341,0.84886561,0.57130301,0.00198037,0.85483295,0.54859585,-0.00115029,0.85483295,0.54859585,-0.00115029,0.0
342,0.82816962,0.57227079,-0.00998379,0.83130407,0.5497846,-0.01262663,0.83130407,0.5497846,-0.01262663,0.0
343,0.84399298,0.57539096,0.00563912,0.84970386,0.55213107,0.00112212,0.84970386,0.55213107,0.00112212,0.0
344,0.82988477,0.30160544,-0.01527548,0.83034628,0.32813072,-0.01276448,0.83034628,0.32813072,-0.01276448,0.0
345,0.84298283,0.34035068,0.00375707,0.84626602,0.3597611,0.00284062,0.84626602,0.3597611,0.00284062,0.0
346,0.87268012,0.30111254,0.00017443,0.87845168,0.32677317,0.0037348,0.87845168,0.32677317,0.0037348,0.0
347,0.88563265,0.5850843,0.04912002,0.8982649,0.55955292,0.03912066,0.8982649,0.55955292,0.03912066,0.0
348,0.86634057,0.6033169,0.03061079,0.87607722,0.57473543,0.02246559,0.87607722,0.57473543,0.02246559,0.0
349,0.81696294,0.62113842,-0.0034983,0.81977522,0.59018566,-0.00945931,0.81977522,0.59018566,-0.00945931,0.0
350,0.84489186,0.61570686,0.01115522,0.85139658,0.58518245,0.00493047,0.85139658,0.58518245,0.00493047,0.0
351,0.9573841,0.3629028,0.10746495,0.97867293,0.37661708,0.09508182,0.97867293,0.37661708,0.09508182,0.0
352,0.93086538,0.40205884,0.08198413,0.9483242,0.40900452,0.07195914,0.9483242,0.40900452,0.07195914,0.0
353,0.84539743,0.36705253,0.02527169,0.85042536,0.38187177,0.01942539,0.85042536,0.38187177,0.01942539,0.0
354,0.88073928,0.32876164,0.02020394,0.88876092,0.34947777,0.01974551,0.88876092,0.34947777,0.01974551,0.0
355,0.92301548,0.32623858,0.03679107,0.93633577,0.34649282,0.03711107,0.93633577,0.34649282,0.03711107,0.0
356,0.92886292,0.29887431,0.03578454,0.94246871,0.32392652,0.03732912,0.94246871,0.32392652,0.03732912,0.0
357,0.9470127,0.33260129,0.06193396,0.96432024,0.351417,0.05907021,0.96432024,0.351417,0.05907021,0.0
358,0.95932019,0.30996425,0.07787984,0.97860072,0.33279942,0.07306024,0.97860072,0.33279942,0.07306024,0.0
359,0.96777091,0.34137934,0.12555939,0.99096818,0.35899655,0.11051924,0.99096818,0.35899655,0.11051924,0.0
360,0.89732414,0.40319842,0.05380567,0.90970762,0.41044156,0.04653572,0.90970762,0.41044156,0.04653572,0.0
361,0.87025536,0.39324081,0.03961074,0.87892883,0.40283014,0.03280573,0.87892883,0.40283014,0.03280573,0.0
362,0.84911917,0.46506026,-0.04770577,0.85125292,0.46088914,-0.03825801,0.85125292,0.46088914,-0.03825801,0.0
363,0.84391156,0.43817131,-0.03518013,0.84597364,0.43921218,-0.02869476,0.84597364,0.43921218,-0.02869476,0.0
364,0.84415706,0.48428894,-0.04563472,0.84607654,0.47679662,-0.03743769,0.84607654,0.47679662,-0.03743769,0.0
365,0.83537409,0.49157381,-0.04078895,0.83672945,0.48307539,-0.03469524,0.83672945,0.48307539,-0.03469524,0.0
366,0.85291004,0.48464521,-0.03185482,0.85653618,0.47705117,-0.02581764,0.85653618,0.47705117,-0.02581764,0.0
367,0.84540175,0.48613722,-0.02780905,0.84849642,0.47854127,-0.02348326,0.84849642,0.47854127,-0.02348326,0.0
368,0.85642828,0.4887454,-0.00727356,0.8618757,0.48067675,-0.00640744,0.8618757,0.48067675,-0.00640744,0.0
369,0.84502319,0.48945439,-0.00979972,0.84914909,0.48153608,-0.00957728,0.84914909,0.48153608,-0.00957728,0.0
370,0.85607166,0.49600697,0.00741318,0.86239728,0.4868495,0.00486381,0.86239728,0.4868495,0.00486381,0.0
371,0.84264765,0.50205549,-0.00602477,0.84686237,0.49197244,-0.00706741,0.84686237,0.49197244,-0.00706741,0.0
372,0.83248446,0.52655975,-0.02671219,0.83467545,0.51200279,-0.02453809,0.83467545,0.51200279,-0.02453809,0.0
373,0.82890996,0.50772219,-0.0244372,0.83068784,0.49671707,-0.02289016,0.83068784,0.49671707,-0.02289016,0.0
374,0.83173671,0.49385336,-0.02810018,0.83346826,0.48523193,-0.02524987,0.83346826,0.48523193,-0.02524987,0.0
375,0.86020983,0.46835439,-0.02157816,0.86503199,0.4636681,-0.01683932,0.86503199,0.4636681,-0.01683932,0.0
376,0.85405085,0.4476091,-0.01228849,0.85857412,0.44699831,-0.00997828,0.85857412,0.44699831,-0.00997828,0.0
377,0.86219151,0.47457616,-0.00126712,0.86844877,0.46900924,-0.00093843,0.86844877,0.46900924,-0.00093843,0.0
378,0.81681612,0.69476029,0.04232464,0.82296925,0.65111921,0.02505345,0.82296925,0.65111921,0.02505345,0.0
379,0.81492529,0.69900585,0.09034854,0.82370591,0.65535758,0.0620728,0.82370591,0.65535758,0.0620728,0.0
380,0.84021585,0.68697191,0.09069076,0.85151734,0.64481264,0.06516914,0.85151734,0.64481264,0.06516914,0.0
381,0.83085934,0.69110238,0.06021865,0.83946718,0.64800092,0.04047259,0.83946718,0.64800092,0.04047259,0.0
382,0.80123065,0.69662188,0.03042238,0.80509863,0.65289893,0.01414904,0.80509863,0.65289893,0.01414904,0.0
383,0.78421212,0.70479925,0.07855942,0.78918772,0.66077604,0.04961046,0.78918772,0.66077604,0.04961046,0.0
384,0.86015475,0.66575321,0.08332192,0.87289093,0.62678521,0.06184761,0.87289093,0.62678521,0.06184761,0.0
385,0.84745371,0.66720614,0.05229602,0.85709378,0.62786698,0.03640707,0.85709378,0.62786698,0.03640707,0.0
386,0.83223681,0.66279113,0.0243586,0.83864133,0.62426243,0.01318184,0.83864133,0.62426243,0.01318184,0.0
387,0.81134266,0.66106356,0.00183364,0.81426105,0.62309474,-0.00647662,0.81426105,0.62309474,-0.00647662,0.0
388,0.89250037,0.55388703,0.05041315,0.9056227,0.53384999,0.04128366,0.9056227,0.53384999,0.04128366,0.0
389,0.88598856,0.51325683,0.03809552,0.89734298,0.50059449,0.0316003,0.89734298,0.50059449,0.0316003,0.0
390,0.87153739,0.53004895,0.02016776,0.88051967,0.51447221,0.01592553,0.88051967,0.51447221,0.01592553,0.0
391,0.8760644,0.65135531,0.17324428,0.89550577,0.61589626,0.13352145,0.89550577,0.61589626,0.13352145,0.0
392,0.91874201,0.52328498,0.08094681,0.93604912,0.50853159,0.06817584,0.93604912,0.50853159,0.06817584,0.0
393,0.90761189,0.58677257,0.11950827,0.92659682,0.56137004,0.0960444,0.92659682,0.56137004,0.0960444,0.0
394,0.91102717,0.46172588,0.05778488,0.92561622,0.45801934,0.05024287,0.92561622,0.45801934,0.05024287,0.0
395,0.94653256,0.46149792,0.09603225,0.96698898,0.45742199,0.08367558,0.96698898,0.45742199,0.08367558,0.0
396,0.96520668,0.4206122,0.15652929,0.99067971,0.42436554,0.1331746,0.99067971,0.42436554,0.1331746,0.0
397,0.96836905,0.36900401,0.18495616,0.99531168,0.38248838,0.15629199,0.99531168,0.38248838,0.15629199,0.0
398,0.8964998,0.60378074,0.24382427,0.9216682,0.57745334,0.19111765,0.9216682,0.57745334,0.19111765,0.0
399,0.9229089,0.56295616,0.1742295,0.94639933,0.54227436,0.14046097,0.94639933,0.54227436,0.14046097,0.0
400,0.94402043,0.50780019,0.13038889,0.96663802,0.49589899,0.1094319,0.96663802,0.49589899,0.1094319,0.0
401,0.95023503,0.47349522,0.20449081,0.97742952,0.4687749,0.16807891,0.97742952,0.4687749,0.16807891,0.0
402,0.93272962,0.5122097,0.23826241,0.96043365,0.50144357,0.19189986,0.96043365,0.50144357,0.19189986,0.0
403,0.85964696,0.46511358,0.01104663,0.86626134,0.46151915,0.00849235,0.86626134,0.46151915,0.00849235,0.0
404,0.85065195,0.52599717,-0.00763413,0.85582598,0.5113221,-0.00780465,0.85582598,0.5113221,-0.00780465,0.0
405,0.96222632,0.30621965,0.23162317,0.99062851,0.33201499,0.19273318,0.99062851,0.33201499,0.19273318,0.0
406,0.96951307,0.26960667,0.17949089,0.99531582,0.30106441,0.15355467,0.99531582,0.30106441,0.15355467,0.0
407,0.95376205,0.41340577,0.24557636,0.98311151,0.42014256,0.20117217,0.98311151,0.42014256,0.20117217,0.0
408,0.83912533,0.39457549,-0.00852717,0.84181631,0.40406211,-0.00787459,0.84181631,0.40406211,-0.00787459,0.0
409,0.8492694,0.40563799,0.00783603,0.85405981,0.41308057,0.00574481,0.85405981,0.41308057,0.00574481,0.0
410,0.86288585,0.42103992,0.02485456,0.87021254,0.42556387,0.02017786,0.87021254,0.42556387,0.02017786,0.0
411,0.95242503,0.3616409,0.27695091,0.98295355,0.37831478,0.22609823,0.98295355,0.37831478,0.22609823,0.0
412,0.88665121,0.21673035,0.0201079,0.89421654,0.25765648,0.02186979,0.89421654,0.25765648,0.02186979,0.0
413,0.93480104,0.2228678,0.06606001,0.95004378,0.26204934,0.06251852,0.95004378,0.26204934,0.06251852,0.0
414,0.95966615,0.24226277,0.11552442,0.98050866,0.27798643,0.10325676,0.98050866,0.27798643,0.10325676,0.0
415,0.74381802,0.81253477,0.21877942,0.75376486,0.75212925,0.15267823,0.75376486,0.75212925,0.15267823,0.0
416,0.74820641,0.74140795,0.18698606,0.75609064,0.69333773,0.12946978,0.75609064,0.69333773,0.12946978,0.0
417,0.78872482,0.79855849,0.26846343,0.80605268,0.7401857,0.1961559,0.80605268,0.7401857,0.1961559,0.0
418,0.78989517,0.72441281,0.22886866,0.8043485,0.67889701,0.16659832,0.8043485,0.67889701,0.16659832,0.0
419,0.81413189,0.77091664,0.32342289,0.83699734,0.71768205,0.24187054,0.83699734,0.71768205,0.24187054,0.0
420,0.82123138,0.69479537,0.28546006,0.84190938,0.65463637,0.21423103,0.84190938,0.65463637,0.21423103,0.0
421,0.81990008,0.72298468,0.37818124,0.84606774,0.67912539,0.28564708,0.84606774,0.67912539,0.28564708,0.0
422,0.83410231,0.65624117,0.34784735,0.85934391,0.62367002,0.26454059,0.85934391,0.62367002,0.26454059,0.0
423,0.8294244,0.67765145,0.21351463,0.84662721,0.63930859,0.15949916,0.84662721,0.63930859,0.15949916,0.0
424,0.79987154,0.69796359,0.17177642,0.81180002,0.65613026,0.12370855,0.81180002,0.65613026,0.12370855,0.0
425,0.76104754,0.70874849,0.14765374,0.7676694,0.66567445,0.10075223,0.7676694,0.66567445,0.10075223,0.0
426,0.73123068,0.7083785,0.13526784,0.73404953,0.66601454,0.08801186,0.73404953,0.66601454,0.08801186,0.0
427,0.85876387,0.62480365,0.28525307,0.88263228,0.59632267,0.21900379,0.88263228,0.59632267,0.21900379,0.0
428,0.91814376,0.51578981,0.30787899,0.94839023,0.50582823,0.24432997,0.94839023,0.50582823,0.24432997,0.0
429,0.83475116,0.59978103,0.38702475,0.8617843,0.57805385,0.29580172,0.8617843,0.57805385,0.29580172,0.0
430,0.86780393,0.57749978,0.32244392,0.89429769,0.55792952,0.2494776,0.89429769,0.55792952,0.2494776,0.0
431,0.82923184,0.11196961,0.04623671,0.83139295,0.17396383,0.03759521,0.83139295,0.17396383,0.03759521,0.0
432,0.89374709,0.13236814,0.07371946,0.90434301,0.18928007,0.06541323,0.90434301,0.18928007,0.06541323,0.0
433,0.86637993,0.0459967,0.16874738,0.87883275,0.12085303,0.13750466,0.87883275,0.12085303,0.13750466,0.0
434,0.82667269,0.01237499,0.28525591,0.84145705,0.09624268,0.2242275,0.84145705,0.09624268,0.2242275,0.0
435,0.76834422,0.02953315,0.43487436,0.78594311,0.11418846,0.33397385,0.78594311,0.11418846,0.33397385,0.0
436,0.93680871,0.14454662,0.12332337,0.95482103,0.19881102,0.10826686,0.95482103,0.19881102,0.10826686,0.0
437,0.92308999,0.0833541,0.20417414,0.94378055,0.15038,0.17042809,0.94378055,0.15038,0.17042809,0.0
438,0.88472922,0.04656893,0.31583857,0.90757649,0.12306755,0.25357182,0.90757649,0.12306755,0.25357182,0.0
439,0.82717006,0.06147543,0.45697874,0.85239552,0.13901826,0.35684751,0.85239552,0.13901826,0.35684751,0.0
440,0.96117826,0.17412992,0.18094144,0.98530449,0.22321996,0.15513173,0.98530449,0.22321996,0.15513173,0.0
441,0.94611625,0.12269047,0.2665184,0.97314645,0.18287404,0.22067731,0.97314645,0.18287404,0.22067731,0.0
442,0.91392224,0.10203318,0.36734978,0.94326908,0.16841399,0.29583112,0.94326908,0.16841399,0.29583112,0.0
443,0.8658588,0.09870207,0.45914159,0.89553605,0.16842645,0.36206192,0.89553605,0.16842645,0.36206192,0.0
444,0.80563055,0.1209736,0.53063287,0.83345791,0.18940698,0.41090437,0.83345791,0.18940698,0.41090437,0.0
445,0.86212162,0.1399309,0.49463328,0.89385195,0.20279478,0.38863003,0.89385195,0.20279478,0.38863003,0.0
446,0.74138005,0.09841151,0.53505791,0.76264825,0.17280595,0.407917,0.76264825,0.17280595,0.407917,0.0
447,0.93148955,0.36065051,0.37021582,0.96523444,0.37950816,0.29627013,0.96523444,0.37950816,0.29627013,0.0
448,0.92080369,0.3971494,0.40314531,0.95569572,0.41015859,0.32018314,0.95569572,0.41015859,0.32018314,0.0
