vertex,baseline_x,baseline_y,baseline_z,deformed_x,deformed_y,deformed_z,dx,dy,dz,displacement_norm
388,0.89250037,0.55388703,0.05041315,0.9056227,0.53384999,0.04128366,0.013122330430463514,-0.020037041066079064,-0.009129493728909727,0.025632522824650124
389,0.88598856,0.51325683,0.03809552,0.89734298,0.50059449,0.0316003,0.011354424820430697,-0.012662339098009734,-0.006495214280928807,0.018205647557584435
390,0.87153739,0.53004895,0.02016776,0.88051967,0.51447221,0.01592553,0.008982273441235256,-0.015576735955191934,-0.00424223179397204,0.018474643969091167
391,0.8760644,0.65135531,0.17324428,0.89550577,0.61589626,0.13352145,0.019441376334244587,-0.03545904891532614,-0.039722830777461776,0.056685223371916615
392,0.91874201,0.52328498,0.08094681,0.93604912,0.50853159,0.06817584,0.01730711497487658,-0.014753388870310413,-0.01277097510949557,0.02608249445815242
393,0.90761189,0.58677257,0.11950827,0.92659682,0.56137004,0.0960444,0.018984930756683283,-0.02540252586275571,-0.023463871429740074,0.039449577672205874
394,0.91102717,0.46172588,0.05778488,0.92561622,0.45801934,0.05024287,0.014589053267025975,-0.003706544132451195,-0.0075420141074505065,0.016836297735277554
395,0.94653256,0.46149792,0.09603225,0.96698898,0.45742199,0.08367558,0.02045642976728035,-0.0040759370530810135,-0.012356675570692144,0.024243890216788484
396,0.96520668,0.4206122,0.15652929,0.99067971,0.42436554,0.1331746,0.025473031611851327,0.003753342016756922,-0.02335469408835994,0.03476211517951698
397,0.96836905,0.36900401,0.18495616,0.99531168,0.38248838,0.15629199,0.02694262733945685,0.01348436697933647,-0.028664172192935572,0.041585671670570964
398,0.8964998,0.60378074,0.24382427,0.9216682,0.57745334,0.19111765,0.025168404199718886,-0.02632739722217592,-0.052706620816018485,0.06406690481284558
399,0.9229089,0.56295616,0.1742295,0.94639933,0.54227436,0.14046097,0.023490433801459654,-0.020681799997339878,-0.03376852945447251,0.04604183872119252
400,0.94402043,0.50780019,0.13038889,0.96663802,0.49589899,0.1094319,0.022617595203606733,-0.01190119926339428,-0.020956988986582326,0.03305131682830449
401,0.95023503,0.47349522,0.20449081,0.97742952,0.4687749,0.16807891,0.02719449661665041,-0.004720315268712139,-0.036411902417099073,0.045690794041047186
402,0.93272962,0.5122097,0.23826241,0.96043365,0.50144357,0.19189986,0.02770403161140922,-0.010766135802826593,-0.046362546712799935,0.05507185111604133
403,0.85964696,0.46511358,0.01104663,0.86626134,0.46151915,0.00849235,0.006614375429538022,-0.00359442793243675,-0.0025542796029349724,0.007949479151134838
404,0.85065195,0.52599717,-0.00763413,0.85582598,0.5113221,-0.00780465,0.005174024299273161,-0.01467506618840897,-0.00017052259274130677,0.015561400098907826
405,0.96222632,0.30621965,0.23162317,0.99062851,0.33201499,0.19273318,0.028402190252366566,0.02579534626808555,-0.038889987258344055,0.05463071854896496
406,0.96951307,0.26960667,0.17949089,0.99531582,0.30106441,0.15355467,0.02580274904808355,0.03145773327904827,-0.025936220012600375,0.04824995699517389
407,0.95376205,0.41340577,0.24557636,0.98311151,0.42014256,0.20117217,0.02934945654947896,0.006736799727177889,-0.04440419230133594,0.05365172284510423
408,0.83912533,0.39457549,-0.00852717,0.84181631,0.40406211,-0.00787459,0.0026909789527927996,0.009486627159672412,0.0006525805198480672,0.00988247559702999
409,0.8492694,0.40563799,0.00783603,0.85405981,0.41308057,0.00574481,0.004790404679814619,0.007442580792514142,-0.0020912218230741964,0.009094679464543651
410,0.86288585,0.42103992,0.02485456,0.87021254,0.42556387,0.02017786,0.007326694953775248,0.004523949842068498,-0.00467670410097884,0.009798884751202025
411,0.95242503,0.3616409,0.27695091,0.98295355,0.37831478,0.22609823,0.03052852101682979,0.01667387601553899,-0.05085268605011753,0.061611723035217926
412,0.88665121,0.21673035,0.0201079,0.89421654,0.25765648,0.02186979,0.007565321674765979,0.0409261230927368,0.001761893464937242,0.041656763100681705
413,0.93480104,0.2228678,0.06606001,0.95004378,0.26204934,0.06251852,0.015242742198635528,0.03918154366303436,-0.0035414956949127163,0.042190955728798295
414,0.95966615,0.24226277,0.11552442,0.98050866,0.27798643,0.10325676,0.020842509048030422,0.035723660282856506,-0.012267660082875137,0.043140301011132705
415,0.74381802,0.81253477,0.21877942,0.75376486,0.75212925,0.15267823,0.009946830925057881,-0.06040552061397397,-0.06610118931292885,0.09009513635419274
416,0.74820641,0.74140795,0.18698606,0.75609064,0.69333773,0.12946978,0.00788422863636662,-0.04807021983306181,-0.05751627650572286,0.07537260217792775
417,0.78872482,0.79855849,0.26846343,0.80605268,0.7401857,0.1961559,0.01732785956366134,-0.0583727904456397,-0.07230753003595589,0.0945305045018231
418,0.78989517,0.72441281,0.22886866,0.8043485,0.67889701,0.16659832,0.014453333769315346,-0.04551579880273038,-0.06227034176572163,0.0784740865593072
419,0.81413189,0.77091664,0.32342289,0.83699734,0.71768205,0.24187054,0.022865442630967125,-0.05323459727307722,-0.0815523414026823,0.10003766891424659
420,0.82123138,0.69479537,0.28546006,0.84190938,0.65463637,0.21423103,0.020677999787984902,-0.0401589981089403,-0.07122902952372342,0.08434393547397014
421,0.81990008,0.72298468,0.37818124,0.84606774,0.67912539,0.28564708,0.026167659577252755,-0.04385929429569502,-0.09253416017352795,0.1056927381748032
422,0.83410231,0.65624117,0.34784735,0.85934391,0.62367002,0.26454059,0.025241595449267074,-0.032571149670456045,-0.08330676499804579,0.09294102983139006
423,0.8294244,0.67765145,0.21351463,0.84662721,0.63930859,0.15949916,0.017202808954910997,-0.03834285359866074,-0.054015476667877094,0.06843816755061076
424,0.79987154,0.69796359,0.17177642,0.81180002,0.65613026,0.12370855,0.011928477285428563,-0.04183332714553689,-0.048067872925796284,0.06482928534254406
425,0.76104754,0.70874849,0.14765374,0.7676694,0.66567445,0.10075223,0.006621863763874081,-0.04307403786964348,-0.04690150661583711,0.06402322345007475
426,0.73123068,0.7083785,0.13526784,0.73404953,0.66601454,0.08801186,0.0028188481348031535,-0.04236396729609615,-0.04725597900497308,0.06352778275361295
427,0.85876387,0.62480365,0.28525307,0.88263228,0.59632267,0.21900379,0.023868410701301856,-0.028480978653969036,-0.06624928321932125,0.07595942799658052
428,0.91814376,0.51578981,0.30787899,0.94839023,0.50582823,0.24432997,0.030246472291982407,-0.009961578789868808,-0.06354902191332515,0.07108136411350519
429,0.83475116,0.59978103,0.38702475,0.8617843,0.57805385,0.29580172,0.02703314464617046,-0.021727181398983664,-0.09122302822226386,0.0975935561348446
430,0.86780393,0.57749978,0.32244392,0.89429769,0.55792952,0.2494776,0.0264937561172377,-0.01957026501162107,-0.0729663237294162,0.08005622264640466
431,0.82923184,0.11196961,0.04623671,0.83139295,0.17396383,0.03759521,0.002161107560252895,0.06199421964300211,-0.008641491428340364,0.06263089516474957
432,0.89374709,0.13236814,0.07371946,0.90434301,0.18928007,0.06541323,0.0105959111268209,0.05691192753889121,-0.008306223699319909,0.05848276823939368
433,0.86637993,0.0459967,0.16874738,0.87883275,0.12085303,0.13750466,0.012452815359984881,0.07485633114866674,-0.031242718688492377,0.08206491573429539
434,0.82667269,0.01237499,0.28525591,0.84145705,0.09624268,0.2242275,0.014784358742076065,0.08386769208667538,-0.0610284107880697,0.10477038685944219
435,0.76834422,0.02953315,0.43487436,0.78594311,0.11418846,0.33397385,0.017598891467721756,0.08465530367878643,-0.10090050315923604,0.13288022034760177
436,0.93680871,0.14454662,0.12332337,0.95482103,0.19881102,0.10826686,0.018012323173370315,0.054264403490636826,-0.01505650986305243,0.059125018068096745
437,0.92308999,0.0833541,0.20417414,0.94378055,0.15038,0.17042809,0.020690561557416554,0.06702590053481561,-0.03374604238325479,0.07784192993879756
438,0.88472922,0.04656893,0.31583857,0.90757649,0.12306755,0.25357182,0.02284727324610858,0.07649862810759162,-0.062266751352201444,0.10124814230929294
439,0.82717006,0.06147543,0.45697874,0.85239552,0.13901826,0.35684751,0.025225453132620923,0.0775428256185011,-0.10013123021893944,0.12913356091971434
440,0.96117826,0.17412992,0.18094144,0.98530449,0.22321996,0.15513173,0.024126229745500605,0.04909003788754951,-0.025809705241050085,0.06048179615523677
441,0.94611625,0.12269047,0.2665184,0.97314645,0.18287404,0.22067731,0.027030198877087575,0.06018356585771939,-0.04584108805640014,0.08033740476814014
442,0.91392224,0.10203318,0.36734978,0.94326908,0.16841399,0.29583112,0.029346834919000253,0.06638081533932386,-0.07151865443141125,0.1018948835641716
443,0.8658588,0.09870207,0.45914159,0.89553605,0.16842645,0.36206192,0.029677249689090468,0.06972438120146054,-0.09707967453913324,0.12315312294724498
444,0.80563055,0.1209736,0.53063287,0.83345791,0.18940698,0.41090437,0.027827357957938115,0.06843338021019649,-0.11972849862644153,0.14068547459227745
445,0.86212162,0.1399309,0.49463328,0.89385195,0.20279478,0.38863003,0.03173033635810496,0.06286388673975904,-0.10600324808354178,0.12726103530023883
446,0.74138005,0.09841151,0.53505791,0.76264825,0.17280595,0.407917,0.02126819653296208,0.07439444240630913,-0.1271409081816104,0.14883440387879082
447,0.93148955,0.36065051,0.37021582,0.96523444,0.37950816,0.29627013,0.033744894920440305,0.01885764623221925,-0.07394568813512037,0.0834403592297371
448,0.92080369,0.3971494,0.40314531,0.95569572,0.41015859,0.32018314,0.034892030385023864,0.013009188006383787,-0.08296216993533695,0.09093632056199874
449,0.94838008,0.37389153,0.32658757,0.98146967,0.38920507,0.26401053,0.03308958915220339,0.01531353645551764,-0.06257703821590083,0.0724245194731066
450,0.90854118,0.43664658,0.4016631,0.94246025,0.44278199,0.3171915,0.03391906220908003,0.006135414595227817,-0.08447160872633075,0.09123375896132468
451,0.89751887,0.49494535,0.3676342,0.92889258,0.49025643,0.2888163,0.03137371180804671,-0.004688926536327298,-0.0788178969150849,0.08496208977417159
452,0.89005688,0.52760788,0.33360212,0.9190091,0.51666538,0.26117186,0.028952213745109923,-0.010942499017553509,-0.07243026143050452,0.07876618396483939
453,0.95069864,0.32405274,0.32289314,0.98334376,0.34831876,0.2620864,0.03264511907334966,0.024266016136385626,-0.06080673684536292,0.07315738229478773
454,0.96329904,0.20062251,0.24533109,0.99160689,0.24582013,0.20495297,0.028307851840114084,0.04519762922748108,-0.04037812583311681,0.06689210124806753
455,0.93693951,0.30989748,0.38282309,0.97149465,0.33803658,0.30733651,0.0345551360897588,0.02813909960466321,-0.0754865858850467,0.08765894709225887
456,0.94955967,0.17668122,0.33231459,0.98124842,0.22794935,0.27133997,0.03168874979936054,0.05126812958320465,-0.06097462033163403,0.08573507041691664
457,0.89146108,0.32429627,0.46953357,0.92648422,0.35239516,0.36963774,0.03502314677939011,0.028098894364780913,-0.09989582422476823,0.10952325950408713
458,0.91668225,0.1562278,0.41905137,0.94980722,0.21345683,0.33547897,0.0331249657441578,0.05722902872105329,-0.08357240428199958,0.10656815585052015
459,0.86618253,0.38646617,0.48409988,0.90003471,0.40416753,0.37741329,0.03385218163956982,0.017701358302408265,-0.10668659378545231,0.11331962575410659
460,0.84163059,0.47588628,0.44890192,0.87176983,0.47745365,0.34627286,0.030139245491532796,0.0015673772524801843,-0.10262906218576479,0.10697455396205234
461,0.83549917,0.52486872,0.42282581,0.86396523,0.51729478,0.32471014,0.02846605749060338,-0.00757394225717678,-0.09811567042739999,0.10244201195696792
462,0.81173865,0.35990039,0.54064864,0.84301386,0.38481141,0.41595286,0.03127521176075809,0.024911020432998032,-0.12469578785804636,0.1309493692968103
463,0.7904732,0.477613,0.4839909,0.817396,0.48082202,0.36810677,0.02692279513366147,0.00320901636501858,-0.1158841308733769,0.11901372388139952
464,0.78443295,0.53912138,0.45664576,0.80973396,0.53088716,0.34539117,0.025301019614647924,-0.008234217031101054,-0.11125459066800297,0.11439199215137819
465,0.83179938,0.29424281,0.54114606,0.86454756,0.33055991,0.41936667,0.03274818517539646,0.036317103796983996,-0.12177939166245966,0.13123107823287025
466,0.75509351,0.33629527,0.57158149,0.78211491,0.36754981,0.43434596,0.027021401713289372,0.03125453474601103,-0.13723553212497108,0.143319898724373
467,0.74202255,0.47858416,0.5005762,0.76493222,0.48321709,0.37587934,0.02290966870195843,0.004632927167100176,-0.12469686099113947,0.12686853067334197
468,0.74358696,0.55246119,0.47247052,0.76572758,0.54317634,0.35319632,0.022140614496340083,-0.009284846082416642,-0.1192741981318649,0.12166655052663028
469,0.77013962,0.26450194,0.57741532,0.79837004,0.30849985,0.44146096,0.0282304231255045,0.04399791096714317,-0.13595436060446858,0.14565837128942352
470,0.70555284,0.31669573,0.58188023,0.72789584,0.35305388,0.43741821,0.022343003916773463,0.03635815394260122,-0.1444620211319767,0.15063333207386248
471,0.6993168,0.4738949,0.50750997,0.71819335,0.48067597,0.37684617,0.01887655086990525,0.006781063900367701,-0.13066379929337102,0.13219430943177296
472,0.69590662,0.55019347,0.48089042,0.71360954,0.54277694,0.35475949,0.017702924360707417,-0.007416530309444447,-0.12613092388561908,0.1275829471872776
473,0.71439727,0.24750538,0.58566306,0.73721814,0.29627371,0.44225492,0.022820874802369828,0.04876833596988661,-0.14340813436852606,0.1531830144731406
474,0.79130332,0.62910055,0.43716761,0.81703874,0.6040053,0.32973467,0.025735418285010803,-0.025095245898462792,-0.10743293298931961,0.11328688455287496
475,0.94213229,0.41961387,0.31387773,0.97427854,0.42658322,0.25285297,0.03214624680405531,0.006969341955917363,-0.06102475346262681,0.06932512853259004
476,0.75465851,0.63338767,0.46383595,0.77820354,0.6089355,0.34652012,0.023545020687648743,-0.024452167903545985,-0.11731582846689248,0.12212812994244344
477,0.68276135,0.64430552,0.48445659,0.70020426,0.62018038,0.35482197,0.01744290885548272,-0.024125145052564023,-0.12963461777577556,0.13300906667975443
478,0.94870012,0.38745257,0.33132624,0.98222421,0.40036029,0.26753008,0.03352408720608113,0.012907722267548993,-0.06379615162183977,0.07321490749085108
479,0.89183645,0.37458615,0.05369595,0.90337214,0.38717813,0.04627663,0.01153568776501357,0.012591983644910154,-0.0074193188421267375,0.018619249082782726
480,0.86737269,0.3656043,0.04771352,0.87595048,0.38041627,0.03918415,0.008577789074141418,0.0148119780566906,-0.008529368804652215,0.01912389321132384
481,0.88324396,0.3528645,0.04928601,0.89343028,0.36957398,0.04225403,0.01018632052816737,0.016709480436841673,-0.00703198262160909,0.02079463012324025
482,0.911635,0.35141784,0.0583438,0.9252619,0.36774005,0.05229489,0.013626898527851816,0.016322218587721593,-0.0060489089104713845,0.022106480545779204
483,0.9332502,0.36376327,0.07940462,0.95043985,0.37756321,0.07074672,0.017189647774372152,0.013799943013667493,-0.00865790856851556,0.023682943199024545
484,0.92139413,0.37529129,0.07570995,0.93725723,0.38726889,0.06646889,0.01586310096869903,0.011977592751563015,-0.009241063597001942,0.021920263613133612
485,0.92613445,0.35766819,0.06876481,0.94191848,0.3726111,0.06182356,0.01578402661271061,0.014942907123819404,-0.006941251345341959,0.022816812653415487
486,0.90765748,0.37669034,0.06165681,0.92130607,0.38858162,0.05409281,0.013648585915966738,0.011891285263851747,-0.007564003781596579,0.01961888671509754
487,0.7745146,0.69659062,0.01703877,0.77484058,0.65341617,0.00095254,0.000325976646749937,-0.04317445057020275,-0.01608623564795736,0.046075008628699364
488,0.62424832,0.29813427,0.57293001,0.63754635,0.33999895,0.42221055,0.013298025520745993,0.041864676024668424,-0.15071946227313482,0.15698995155519913
489,0.85866541,0.57708308,0.02601502,0.86709351,0.55341103,0.01846065,0.008428103041702939,-0.02367204670121459,-0.00755437002296197,0.02623865892818978
490,0.86100567,0.57406881,0.03226507,0.87001002,0.55097193,0.02360142,0.009004348556109765,-0.02309688411724431,-0.008663652799600546,0.02626029757404426
491,0.85638217,0.57814261,0.02422348,0.86448004,0.55431496,0.01681466,0.008097870170007737,-0.023827650782391796,-0.007408815003068919,0.026234004323541928
492,0.84154352,0.57450539,0.01793536,0.84770515,0.55165696,0.01042386,0.0061616303893088364,-0.022848431885408305,-0.007511493477898368,0.024828190891506913
493,0.82597872,0.57502774,-0.00059224,0.82945709,0.55224123,-0.00560416,0.0034783721669841006,-0.02278651133187304,-0.005011917650052378,0.023589054456262856
494,0.84730368,0.5698587,0.01491034,0.85384385,0.54764932,0.00874527,0.006540174367260065,-0.022209373513899955,-0.006165063888514066,0.023959093584348022
495,0.82791915,0.57028173,-0.00563261,0.83126396,0.54822925,-0.00924809,0.003344809932811499,-0.022052475641049063,-0.0036154833136595177,0.022595821626509784
496,0.85459178,0.58152679,0.0122831,0.86184432,0.55695696,0.00730837,0.007252540399404039,-0.024569834588413553,-0.004974734223856081,0.0260964383498016
497,0.86250481,0.57683038,0.02109214,0.87104331,0.55302434,0.01504544,0.008538491877230991,-0.02380603850284535,-0.006046707415765296,0.026003768636648914
498,0.86228697,0.57448705,0.01746956,0.87057117,0.55105875,0.01224257,0.008284207891829709,-0.023428300474605646,-0.005226994412118796,0.025393598289879714
499,0.91605488,0.52308633,0.29354423,0.94532961,0.51163797,0.23288719,0.029274723653793466,-0.01144835658950949,-0.06065704110392184,0.06831801335730865
500,0.93388105,0.45990689,0.41156102,0.97119667,0.46125302,0.32720258,0.037315620089709234,0.0013461325085514786,-0.08435843828273648,0.09225298740372774
501,0.70011523,0.39081676,0.56176505,0.72143219,0.41352476,0.42019692,0.02131696650730175,0.022708003621119632,-0.14156812816779218,0.14495379057638555
502,0.74502738,0.40331409,0.55100969,0.77045485,0.42233312,0.41638548,0.025427466673549115,0.019019025683935487,-0.13462421248871292,0.13831832122899257
503,0.79779394,0.42418824,0.52107005,0.82710956,0.43748349,0.39839541,0.02931561650892356,0.013295247809982202,-0.12267464358737235,0.12682758834305705
504,0.84676396,0.44095211,0.47234566,0.87845523,0.44909308,0.36549121,0.03169126602581385,0.008140967193752069,-0.1068544476090812,0.1117518888565671
505,0.93971055,0.46343445,0.38873704,0.97634183,0.46362999,0.31005781,0.036631281009447125,0.0001955330913235298,-0.07867923379265368,0.08678888645317406
506,0.92417738,0.46458976,0.3619228,0.95767481,0.46459972,0.28760898,0.03349742777267284,9.958822406175294e-06,-0.07431381451135455,0.08151454344956847
507,0.93195563,0.47457607,0.3344484,0.96476305,0.47213497,0.2669712,0.03280741470754367,-0.002441096646689067,-0.06747719647031875,0.07506968400176749
508,0.93228005,0.47353237,0.30887278,0.96363619,0.4708843,0.24717884,0.031356139759591395,-0.002648070228865207,-0.06169393106277213,0.06925576442822727
509,0.90365264,0.46637148,0.38817658,0.93657182,0.46702572,0.30579793,0.032919174576661714,0.0006542436778286809,-0.08237864761199931,0.08871494615892335
510,0.62196763,0.36834609,0.56000917,0.63494217,0.39729424,0.41095688,0.012974545703805407,0.028948149890164976,-0.14905229330628544,0.15239068330494007
511,0.64730592,0.14478003,0.55791342,0.66066463,0.21369736,0.41513558,0.013358707445873863,0.06891732751574695,-0.14277784410299876,0.15910237541670266
512,0.79077324,0.18237159,0.56055596,0.81937883,0.24049465,0.43170006,0.02860559015791453,0.05812305579022392,-0.12885589512747297,0.14422347628516785
513,0.72797865,0.16394359,0.57047941,0.75053289,0.22731869,0.43307431,0.022554233226775855,0.06337509267583594,-0.13740509773135834,0.15298776647393322
514,0.94422171,0.23914552,0.36660067,0.97792573,0.27971512,0.29650786,0.03370401663076006,0.04056960005935739,-0.07009281580011895,0.08772032838978754
515,0.85186272,0.20611367,0.52284267,0.88478834,0.25764243,0.40851065,0.03292562369899321,0.05152876592113009,-0.1143320235755878,0.12965771102487922
516,0.91282369,0.2250861,0.44505634,0.94769812,0.27028343,0.35428422,0.03487443343547669,0.04519732825835299,-0.09077212484615355,0.10723154031451984
517,0.95878724,0.26256811,0.29340353,0.9899859,0.29735117,0.240916,0.031198667927226365,0.03478305545483523,-0.05248752459667222,0.07027202904067704
518,0.60045652,0.74035877,0.49367943,0.61086907,0.70118364,0.3519899,0.010412548229529195,-0.03917513256939764,-0.14168952779936567,0.14737379163361905
519,0.67075599,0.73500027,0.51082999,0.68934522,0.69510402,0.37274918,0.01858922911965699,-0.039896253807598425,-0.13808080995592298,0.14492612112806696
520,0.74130764,0.74277808,0.50806949,0.76707417,0.69946203,0.37790288,0.025766526814456014,-0.04331604470072148,-0.1301666045746082,0.13958344665137554
521,0.80728887,0.76277743,0.47052905,0.8378728,0.71342088,0.35542107,0.030583926080773094,-0.04935655594196908,-0.11510797437785103,0.12892358944095111
522,0.8268719,0.78650093,0.41883306,0.85671277,0.73150504,0.3170305,0.029840865522988813,-0.054995890024190475,-0.101802558544139,0.11949387474195823
523,0.82612318,0.83891293,0.35625627,0.85277191,0.77347196,0.26765057,0.026648727238580583,-0.06544096372566655,-0.08860570635349169,0.11332980894354966
524,0.79398584,0.86347092,0.29158739,0.81381156,0.79349568,0.21373665,0.01982571966573221,-0.06997523911841363,-0.07785074164142719,0.10653793326352644
525,0.75356783,0.87862212,0.24765328,0.76682011,0.80636146,0.17517703,0.013252280315644738,-0.07226065512211965,-0.07247625388660986,0.10319899510013977
526,0.72169578,0.55115786,0.22984453,0.72768977,0.51876733,0.16867916,0.005993993405054,-0.03239053257907761,-0.061165368184707435,0.06947141011140438
527,0.75166026,0.57089119,0.12370521,0.75352588,0.5408234,0.10014432,0.0018656225490093718,-0.030067790933241245,-0.023560884602544414,0.038244841251532095
528,0.78153332,0.58506671,0.03259462,0.78141467,0.56095013,0.02735704,-0.00011864904992011006,-0.024116581376309554,-0.005237580618447268,0.024679056416563868
529,0.79710208,0.61229517,-0.02071273,0.79677246,0.58324354,-0.02478591,-0.00032961644365947507,-0.029051635970737455,-0.004073176113927379,0.029337637315081214
530,0.79439098,0.61728963,-0.01454326,0.79418611,0.58749786,-0.02035184,-0.00020486284236032049,-0.029791764650121788,-0.005808579975986161,0.030353431619667876
531,0.82642982,0.48161159,-0.06293951,0.82548406,0.4748383,-0.05270607,-0.0009457519864658481,-0.006773287285760321,0.010233441451194647,0.012308338287940226
532,0.81180148,0.52424484,-0.03566547,0.81130509,0.5105483,-0.0336319,-0.0004963847752463835,-0.013696546031715773,0.002033570765436199,0.013855583030029529
533,0.7878663,0.66172468,-0.01006102,0.7876692,0.62411047,-0.01818704,-0.0001970969313925819,-0.03761421091017092,-0.008126024112905972,0.03848246324598667
534,0.83556816,0.20804892,-0.00163978,0.83652072,0.25163872,-0.00025593,0.0009525652668835871,0.04358980176722088,0.0013838509940126142,0.04362216457567088
535,0.71514693,0.74330726,0.17217257,0.71877519,0.69558857,0.11447273,0.0036282590329679287,-0.047718688579794666,-0.05769984477043086,0.07496338833002118
536,0.81240386,0.5499792,-0.04462116,0.81168825,0.53146201,-0.04087533,-0.00071561333788972,-0.018517187330680862,0.003745832757807155,0.018905808423295593
537,0.82257482,0.49109911,-0.05492986,0.82177983,0.48283023,-0.0470186,-0.0007949927448074323,-0.008268872643561909,0.007911255796574035,0.011471453113645596
538,0.69869044,0.82097582,0.19447953,0.70264783,0.75992615,0.12895884,0.0039573838389922456,-0.06104967575649545,-0.06552068447969914,0.08964197616915098
539,0.70901288,0.00153935,0.42694422,0.71979037,0.09282095,0.32199312,0.010777485927543351,0.09128159954571846,-0.10495109821438497,0.13951063627891885
540,0.89213814,0.360744,0.04326927,0.90305179,0.37507881,0.03726167,0.01091365398720226,0.014334811040116037,-0.0060076011044548055,0.01899173298934184
541,0.88645764,0.36012226,0.04475322,0.89710175,0.37473633,0.03858436,0.010644117280003118,0.0146140737401267,-0.006168858671045205,0.01910296315380552
542,0.87506457,0.3585358,0.04492506,0.88481775,0.37340937,0.03854004,0.009753182369885151,0.014873571887833826,-0.0063850171468186655,0.01889751705933792
543,0.86579807,0.35719412,0.04791933,0.87526054,0.3719163,0.04137972,0.009462467106986528,0.014722180068696926,-0.006539609563128448,0.018682809289935497
544,0.85712069,0.35592561,0.05319936,0.86626216,0.37085153,0.0469771,0.009141463011809767,0.014925918132659638,-0.006222259857343222,0.018575949392465752
545,0.8499099,0.35449251,0.05932664,0.8590855,0.36942076,0.05325742,0.009175602029272483,0.01492824216873439,-0.0060692155450459435,0.018543987278365898
546,0.8437734,0.3535138,0.06722705,0.85301568,0.36843396,0.06124186,0.009242279822678296,0.014920162331870513,-0.0059851895780536,0.01854328651062954
547,0.8395178,0.35241551,0.07577264,0.84883311,0.36732814,0.06983292,0.009315316693573526,0.014912627172592998,-0.005939726428765691,0.018559146648995106
548,0.83665691,0.35180367,0.08516316,0.84604395,0.366703,0.07924784,0.009387040617961431,0.014899323083656482,-0.005915323381881188,0.01857679764186139
549,0.8353335,0.35136345,0.09509037,0.84523853,0.36564397,0.08887544,0.009905031683853092,0.01428051196058541,-0.0062149374552707545,0.01845719702683709
550,0.8935986,0.3569515,0.04329579,0.90451226,0.37190184,0.03758271,0.010913667060388862,0.014950341221656423,-0.005713082134866512,0.01937163232225687
551,0.88806182,0.3550277,0.04478438,0.89865717,0.37039603,0.03885192,0.010595348712400749,0.015368329417880978,-0.005932458143159587,0.019586756317834218
552,0.87764305,0.35025475,0.04518247,0.88760951,0.36579163,0.03913531,0.009966468567816784,0.01553687887985188,-0.006047168480335371,0.019424040456867592
553,0.86873488,0.34664516,0.04787546,0.87851454,0.36189977,0.04186013,0.009779662227646722,0.015254608428353305,-0.006015328206630941,0.019092643741052143
554,0.86068739,0.34346858,0.05296038,0.86998964,0.3589026,0.04724225,0.00930225216282374,0.015434016821109897,-0.005718137220053472,0.018906027181891574
555,0.85331283,0.34069911,0.05898496,0.86257773,0.35609688,0.05333421,0.009264907616187307,0.015397771251057462,-0.0056507466354926705,0.018837749604846885
556,0.84759161,0.33877818,0.06699618,0.85690639,0.35388461,0.06114701,0.00931477394791665,0.015106436446154952,-0.005849169454931151,0.01868641803864521
557,0.84295763,0.33730937,0.075745,0.85232028,0.35237446,0.06990815,0.00936264851927331,0.015065091373655507,-0.0058368534426165575,0.018673109636657335
558,0.84036831,0.33705736,0.0852417,0.84979172,0.3520803,0.07940209,0.009423408922569213,0.015022933508241017,-0.00583960665556425,0.018670569696897257
559,0.83897303,0.33726817,0.09516659,0.8484553,0.35225465,0.08932267,0.009482270321261392,0.014986478075664968,-0.005843918933768262,0.018672422554728042
560,0.89549537,0.35386798,0.04384407,0.90671817,0.36914698,0.03849382,0.01122280264586143,0.015278998625239806,-0.005350247308932853,0.01969833100759497
561,0.89106073,0.35041959,0.04566046,0.90182218,0.3661275,0.04010767,0.010761447933464834,0.015707919429166148,-0.005552791022864736,0.019833834287939816
562,0.88215937,0.34317982,0.04649718,0.89269397,0.35904026,0.04101677,0.010534593507143919,0.015860444586623165,-0.005480408537642944,0.01981328444719786
563,0.87500426,0.33778877,0.04973381,0.885194,0.35365601,0.04426859,0.010189740096292891,0.01586724347009683,-0.0054652206360874525,0.019633360771157994
564,0.86775141,0.33305327,0.0550392,0.87746462,0.34913851,0.04985816,0.00971321440955473,0.01608524037727989,-0.005181036329294433,0.01949165538394124
565,0.86140712,0.32941023,0.06138926,0.87109417,0.34507783,0.05587584,0.009687045924365478,0.01566759971286127,-0.005513428638012022,0.019227855700770888
566,0.85606526,0.32687259,0.06951014,0.86576151,0.3424815,0.06398725,0.00969625151028025,0.015608913365579248,-0.005522895525280633,0.019187439766366315
567,0.85188152,0.32512328,0.07805805,0.86160441,0.34068744,0.07252771,0.009722895609562836,0.01556415773839911,-0.005530348458175905,0.019166701834407343
568,0.84853447,0.32511745,0.08764832,0.85829395,0.34063544,0.08210277,0.009759480472721356,0.015517991177369708,-0.00554555063655122,0.019152248983889782
569,0.84675983,0.32594496,0.09746356,0.85721031,0.34119783,0.09159799,0.01045047763315414,0.015252870989273372,-0.005865565399986911,0.019397613606781525
570,0.89858619,0.35124727,0.04482054,0.91042753,0.36656511,0.03939517,0.011841336572844136,0.015317837615340684,-0.005425370581789403,0.02010691540219603
571,0.89534657,0.34727446,0.047378,0.90672582,0.36297852,0.04205956,0.01137925483999243,0.015704064543365762,-0.005318433821909515,0.020109470958076442
