global_vertex,is_face_component,distance_to_face,displacement_magnitude,nearest_face_local,neighbor_jump,relative_jump
744,0,0.012876764746146442,0.018840906163949043,253,0.0021506011742544154,0.12437551301342642
745,0,0.010173381383168546,0.019174493816148306,261,0.002174765195673489,0.11923214415387412
746,0,0.009570414837748687,0.020667168077561728,248,0.002080984950898872,0.09630808004755845
747,0,0.012876762931812518,0.02038275386203676,248,0.001320687275096457,0.061121468347400135
748,0,0.008621214431447612,0.018711051995967662,253,0.00151931286752983,0.08786627645752788
749,0,0.01281413255215892,0.02023992045302188,261,0.0027210460598808806,0.1491821538741224
750,0,0.008426178954247352,0.02076847497425476,248,0.0009910195015984096,0.04586442849930504
751,0,0.01392904490444694,0.019365071350729117,247,0.0023895807212944067,0.1171256210427951
752,0,0.009933348140893873,0.018612734201475422,253,0.001657146186409155,0.09583757766910772
753,0,0.009366524518155034,0.019343926704573914,261,0.0021986855787678424,0.12054358622173311
754,0,0.007337593750440288,0.020646987264968747,248,0.001576074889743139,0.0729408189986019
755,0,0.015980174703178373,0.01981217085876812,248,0.0022337733040631276,0.10337913211860865
756,0,0.007974972147568928,0.018487397834772278,253,0.0014325237763241614,0.0828470112065376
757,0,0.010484879890637733,0.019870893544265716,261,0.002546236102209976,0.13959814631596612
758,0,0.006687589259538911,0.02082020016378018,248,0.0009962356703453604,0.046105833030849544
759,0,0.014751729890263764,0.019659088292125624,247,0.0025867841109569988,0.12679157175964878
760,0,0.017835590269206114,0.019595796248203214,247,0.002832691452560699,0.13884475324360152
761,0,0.014579866967832754,0.019981051119779394,248,0.0018312805710928397,0.08475174976838097
762,0,0.01121633180847914,0.02040872362075336,248,0.0012927132716767046,0.0598268301716476
763,0,0.015575720156901254,0.019435256496662976,253,0.002449735831365621,0.14167533916608352
764,0,0.01307103260012002,0.019323759125291953,253,0.002236860423579139,0.1293641359693471
765,0,0.016743820967282254,0.019527232810063678,253,0.0024262272267763555,0.1403157682744544
766,0,0.013778072150348191,0.020083556943799527,248,0.001945075215870769,0.09001817120671116
767,0,0.01003539759848607,0.02040468606997399,248,0.0013290672405395934,0.0615092935367869
768,0,0.012649871355025743,0.019574369975961767,261,0.002684373450215584,0.1471715672182341
769,0,0.013443165734785089,0.019952315013279983,261,0.00272924117373352,0.14963145341146059
770,0,0.012081777381739,0.020336376882808132,248,0.0020520691819473687,0.09496985691931566
771,0,0.011480952429032246,0.019160570491717915,253,0.001873789123648152,0.10836666803807272
772,0,0.015678664800820866,0.019645303350194578,253,0.0023604375354978743,0.13651095932070087
773,0,0.010520625745277738,0.020423785362214966,248,0.0018298508011303195,0.08468557994820014
774,0,0.011684665437439798,0.019230474663220695,253,0.002064826041255784,0.11941488791091376
775,0,0.014051692689654926,0.01987774266232952,248,0.0023486293747008707,0.10869467639496193
776,0,0.00865845700783342,0.019053985489511528,247,0.0021421806675856504,0.10499927407387474
777,0,0.0070847624665404,0.01948471856878918,247,0.0015795582352880742,0.07742225974319096
778,0,0.00929756932118282,0.0195614438459335,247,0.0016376747239986596,0.08027084726835591
779,0,0.013824704538705357,0.020101487153367584,247,0.0019478366970773512,0.09547347817216655
780,0,0.014627609614660236,0.02061128429863428,248,0.0013527317587564186,0.06260448853746602
781,0,0.010194448183256455,0.020853730895400137,248,0.000845870999588409,0.03914694909402429
782,0,0.005662881419666132,0.02124820698155582,248,0.0005618996515025279,0.026004741933489582
783,0,0.0015007671785123322,0.021423249340589413,248,0.0004371519016513218,0.020231410284342735
784,0,0.004405962504527234,0.0213149306582715,248,0.0011365859304028432,0.05260124957601636
785,0,0.008799744227112535,0.021081025290496172,248,0.002523903943815783,0.1168063915831611
786,0,0.013091523429792279,0.020882559727892516,248,0.0029635317737374224,0.1371523879426923
787,0,0.011974783718071865,0.02058269746612952,261,0.002664005916004646,0.14605491113971641
788,0,0.007791299046840627,0.01993619440781093,261,0.0021148259369422094,0.11594595659130781
789,0,0.005430856140803205,0.019217350818296907,261,0.001728339936292779,0.0947567474598749
790,0,0.0071149676686264925,0.01900608407733943,261,0.001870333232543395,0.1025415718635017
791,0,0.009547970525682414,0.0186739216607052,253,0.0016701282308741866,0.09658836701100475
792,0,0.005157367224437307,0.018224605077201514,253,0.0012457869595910028,0.07204747865828037
793,0,0.004219450286530236,0.018082527389799947,253,0.001282180996374775,0.07415225152356092
794,0,0.008239553126141011,0.018290266751548604,253,0.001676107250960372,0.0969341511105576
795,0,0.012742803667788334,0.018763492188094158,247,0.002603056450137782,0.12758916265724182
796,0,0.013550448205402632,0.01931633857492006,247,0.00252015940088828,0.12352595261815864
797,0,0.008193872029883071,0.01910228386220008,247,0.002120208673914988,0.10392231384344962
798,0,0.009400806940092979,0.018938417798357584,247,0.001658007507242089,0.08126746137881173
799,0,0.008394307764247134,0.018705195987731175,433,0.0021885579558064707,0.11444102576930093
800,0,0.01500403708108917,0.018602137383400812,433,0.0023835824876694525,0.12463897708119709
801,0,0.023663482844372193,0.018555255328456782,433,0.0025342409344354428,0.13251699883655707
802,0,0.03253406644403523,0.01855304106501704,433,0.002628877854284161,0.1374656208981298
803,0,0.04111958996837634,0.018566209914112956,433,0.0026918300533021046,0.14075742964869675
804,0,0.04960840377554794,0.018582266777514497,433,0.0027355786583666,0.1430450707990139
805,0,0.057974554504790256,0.018461458342460033,433,0.0027217590852825473,0.14232243692256716
806,0,0.012839218708352099,0.019574684156525596,434,0.0028676758249276115,0.1379046324908022
807,0,0.006566213373939414,0.01952360780921198,247,0.0015594259844127739,0.0764354747537801
808,0,0.006358756842811336,0.019465807045900934,247,0.0010273535693290582,0.050355873633353226
809,0,0.014925196671779621,0.019113122531055043,434,0.0018032590709794172,0.08671753526234063
810,0,0.02337849685628653,0.018916147811536315,433,0.002956903491512923,0.15461828085099588
811,0,0.030106198424116878,0.01872472797080765,433,0.002754618923130587,0.1440406978166712
812,0,0.038024438720487365,0.018694251808334797,433,0.0027890552187422564,0.14584139264544585
813,0,0.04590627526182773,0.01867723878941017,433,0.002808746161765209,0.14687104402476295
