global_vertex,is_face_component,baseline_x,baseline_y,baseline_z,deformed_x,deformed_y,deformed_z,dx,dy,dz,displacement_magnitude
44,1,0.4927630433134634,0.46973470682940643,0.19029083244280637,0.47195981012350535,0.4782071603889556,0.10909849741077263,-0.020803233189958026,0.008472453559549176,-0.08119233503203374,0.0842422236674015
45,1,0.4649004499413908,0.3468664824615759,0.22946402680873598,0.4423707347444131,0.37907763023546415,0.13830899798534743,-0.022529715196977718,0.03221114777388823,-0.09115502882338855,0.09926925701122674
46,1,0.4810530106400793,0.35056765942662516,0.21298287856094417,0.4592590980203366,0.38140391359139963,0.12716174885560416,-0.021793912619742728,0.03083625416477448,-0.08582112970534,0.09376094870516374
47,1,0.4962393882303715,0.3888672114131593,0.22717467391798793,0.4771895755862111,0.4125237935800642,0.13922526603847507,-0.01904981264416039,0.023656582166904916,-0.08794940787951286,0.09304637331972727
48,1,0.4601262592753873,0.37895278703527513,0.22788440112397068,0.43731373434060034,0.4054316677993602,0.1361300661493255,-0.02281252493478697,0.026478880764085055,-0.09175433497464519,0.0981855407229512
49,1,0.4768549194933138,0.43844123890726205,0.22288867379827232,0.45602382403514424,0.4535483432400852,0.1331674039617013,-0.02083109545816958,0.01510710433282314,-0.08972126983657103,0.09333844545736214
50,1,0.48323837855021334,0.4512215309525729,0.19052293193579398,0.4612983698821001,0.46333275050926764,0.10854176289298564,-0.021940008668113242,0.012111219556694752,-0.08198116904280833,0.08572606194811976
51,1,0.49863835903099074,0.3652870334212981,0.1928706235649544,0.47761859993900435,0.39264725936862843,0.11319178866907173,-0.02101975909198639,0.02736022594733034,-0.07967883489588268,0.08682815768251359
52,1,0.5048934036185828,0.39362210852968893,0.18387631554681733,0.4842567982107927,0.41551316550178774,0.10646840133522711,-0.02063660540779011,0.02189105697209881,-0.07740791421159021,0.0830486185357795
53,1,0.49586197410048355,0.45224803712905004,0.18001062717614438,0.4746168417048113,0.4636610747133027,0.10169340069507227,-0.021245132395672273,0.011413037584252661,-0.07831722648107212,0.08194633024789305
54,1,0.8140876990493688,0.5396162037431127,-0.046131078009724935,0.8133636429071838,0.5229105803579659,-0.041729515032984665,-0.00072405614218507,-0.016705623385146806,0.00440156297674027,0.017290918617054746
55,1,0.7865537616614027,0.5484352384696161,-0.047012161522673845,0.7829984430469199,0.5308790361480903,-0.04542354561101092,-0.003555318614482772,-0.01755620232152577,0.0015886159116629273,0.017982887168628493
56,1,0.7933679333525707,0.5320531891388613,-0.04730557731652696,0.7903533673406885,0.5172769658124139,-0.044712263470265246,-0.0030145660118822137,-0.014776223326447457,0.0025933138462617134,0.015301949573118392
57,1,0.775207056086343,0.5851047150048538,-0.03822326156571976,0.7713313556723195,0.5613364114654247,-0.04029683979730975,-0.0038757004140235196,-0.02376830353942916,-0.0020735782315899898,0.02417132668109524
